Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"9,411,000","8,682,000","1,082,000","631,000","1,061,000","2,221,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),553.088%,702.403%,71.474%,-40.528%,-52.229%,-33.800%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"11,672,000","12,507,000","11,276,000","10,770,000","9,168,000","7,904,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-2,261,000","-3,825,000","-10,194,000","-10,139,000","-8,107,000","-5,683,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","36,530,000","42,143,000","56,120,000","38,335,000","20,651,000","14,092,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"8,763,000","9,343,000","15,506,000","19,558,000","14,859,000","26,332,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"45,293,000","51,486,000","71,626,000","57,893,000","35,510,000","40,424,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-47,554,000","-55,311,000","-81,820,000","-68,032,000","-43,617,000","-46,107,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-8,147,000","-8,064,000","-5,222,000","-5,104,000","-3,321,000","-3,031,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,357,000","1,663,000","1,387,000","372,000","613,000","835,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-4,041,000","-6,524,000","-27,476,000","3,011,000","95,000","-218,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-58,385,000","-68,236,000","-113,131,000","-69,753,000","-46,230,000","-48,521,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-1,000,000","-1,000,000",-,-,-,"-6,292,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-1,000,000","-1,000,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-172,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-82,985,000","-92,836,000","-113,303,000","-69,753,000","-46,230,000","-54,813,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-82,985,000","-92,836,000","-113,303,000","-69,753,000","-46,230,000","-54,813,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"1,005,000","1,005,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-83,990,000","-93,841,000","-113,303,000","-69,753,000","-46,230,000","-54,813,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"19,566,559","15,572,494","8,608,530","8,498,232","7,275,625","3,981,542",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"19,566,559","15,572,494","8,608,530","8,498,232","7,275,625","3,981,542",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),127.293%,80.896%,1.298%,16.804%,82.734%,81.950%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.293,-6.026,-13.162,-8.208,-6.354,-13.767,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.296,-6.030,-13.162,-8.208,-6.354,-13.767,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-51,481,000","-61,750,000","-78,039,000","-41,903,000","-48,050,000","-52,385,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.631,-3.965,-9.065,-4.931,-6.604,-13.157,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-24.025%,-44.057%,-,-,-,-255.876%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-505.302%,-637.077%,-7561.922%,-10781.616%,-4110.933%,-2075.957%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-892.466%,-1080.868%,-10471.627%,-11054.358%,-4357.210%,-2467.942%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-547.030%,-711.242%,-7212.477%,-6640.729%,-4528.746%,-2358.622%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-45,579,000","-53,321,000","-79,759,000","-66,197,000","-41,965,000","-44,903,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,975,000","1,990,000","2,061,000","1,835,000","1,652,000","1,204,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-47,554,000","-55,311,000","-81,820,000","-68,032,000","-43,617,000","-46,107,000",Upgrade,Financials in USD,Fiscal year is January - December
