Fiscal Year,TTM,FY 2021,FY 2020,FY 2019,FY 2018,FY 2017,2016 - 2012,Currency,Fiscal_Year_period
Period Ending,"Jun '22 Jun 30, 2022","Sep '21 Sep 30, 2021","Sep '20 Sep 30, 2020","Sep '19 Sep 30, 2019","Sep '18 Sep 30, 2018","Sep '17 Sep 30, 2017",2016 - 2012,,
Revenue,"391,235","239,962","5,000","33,375","213,723","272,724",Upgrade,Financials in USD,Fiscal year is October - September
Revenue Growth (YoY),77.215%,4699.240%,-85.019%,-84.384%,-21.634%,-8.972%,Upgrade,Financials in USD,Fiscal year is October - September
Cost of Revenue,"125,930","228,580",-,"20,025","79,960","146,944",Upgrade,Financials in USD,Fiscal year is October - September
Gross Profit,"265,305","11,382","5,000","13,350","133,763","125,780",Upgrade,Financials in USD,Fiscal year is October - September
"Selling, General & Admin","1,324,491","1,239,238","1,926,594","1,779,934","2,226,362","2,129,184",Upgrade,Financials in USD,Fiscal year is October - September
Operating Expenses,"1,324,491","1,239,238","1,949,274","1,779,934","2,226,362","2,129,184",Upgrade,Financials in USD,Fiscal year is October - September
Operating Income,"-1,059,186","-1,227,856","-1,944,274","-1,766,584","-2,092,599","-2,003,404",Upgrade,Financials in USD,Fiscal year is October - September
Interest Expense,"-192,288","-136,127","-67,861","-97,376","-345,392","-52,235",Upgrade,Financials in USD,Fiscal year is October - September
Other Non Operating Income (Expenses),"-353,000",-,"-43,815","-22,000","-891,583","-51,150",Upgrade,Financials in USD,Fiscal year is October - September
EBT Excluding Unusual Items,"-1,604,474","-1,363,983","-2,055,950","-1,885,960","-3,329,574","-2,106,789",Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Investments,-,-,-,"-405,383",-,-,Upgrade,Financials in USD,Fiscal year is October - September
Other Unusual Items,"42,080","37,166","-446,425","-160,064","-163,845","288,777",Upgrade,Financials in USD,Fiscal year is October - September
Pretax Income,"-1,562,394","-1,326,817","-2,502,375","-2,451,407","-3,493,419","-1,818,012",Upgrade,Financials in USD,Fiscal year is October - September
Earnings From Continuing Operations,"-1,562,394","-1,326,817","-2,502,375","-2,451,407","-3,493,419","-1,818,012",Upgrade,Financials in USD,Fiscal year is October - September
Earnings From Discontinued Operations,-,-,-,-,-,"105,032",Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Company,"-1,562,394","-1,326,817","-2,502,375","-2,451,407","-3,493,419","-1,712,980",Upgrade,Financials in USD,Fiscal year is October - September
Minority Interest in Earnings,"371,347","520,552","281,299","63,860","84,236","122,250",Upgrade,Financials in USD,Fiscal year is October - September
Net Income,"-1,191,047","-806,265","-2,221,076","-2,387,547","-3,409,183","-1,590,730",Upgrade,Financials in USD,Fiscal year is October - September
Preferred Dividends & Other Adjustments,-,-,-,-,"433,000",-,Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Common,"-1,191,047","-806,265","-2,221,076","-2,387,547","-3,842,183","-1,590,730",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Basic),"127,203,739","120,944,817","110,486,481","105,421,218","94,475,383","86,002,821",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Diluted),"127,203,739","120,944,817","110,486,481","105,421,218","94,475,383","86,002,821",Upgrade,Financials in USD,Fiscal year is October - September
Shares Change (YoY),6.711%,9.466%,4.805%,11.586%,9.851%,17.994%,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Basic),-0.009,-0.007,-0.020,-0.023,-0.041,-0.018,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Diluted),-0.009,-0.007,-0.020,-0.023,-0.041,-0.018,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow,"-900,304","-925,191","-1,004,993","-1,219,313","-1,037,073","-1,748,587",Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Per Share,-0.007,-0.008,-0.009,-0.012,-0.011,-0.020,Upgrade,Financials in USD,Fiscal year is October - September
Gross Margin,67.812%,4.743%,100.000%,40.000%,62.587%,46.120%,Upgrade,Financials in USD,Fiscal year is October - September
Operating Margin,-270.729%,-511.688%,-38885.480%,-5293.136%,-979.117%,-734.590%,Upgrade,Financials in USD,Fiscal year is October - September
Profit Margin,-304.433%,-335.997%,-44421.520%,-7153.699%,-1797.740%,-583.275%,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Margin,-230.118%,-385.557%,-20099.860%,-3653.372%,-485.242%,-641.156%,Upgrade,Financials in USD,Fiscal year is October - September
EBITDA,-,"-1,226,294","-1,942,712","-1,765,527","-2,090,092","-1,992,279",Upgrade,Financials in USD,Fiscal year is October - September
D&A For EBITDA,-,"1,562","1,562","1,057","2,507","11,125",Upgrade,Financials in USD,Fiscal year is October - September
EBIT,"-1,059,186","-1,227,856","-1,944,274","-1,766,584","-2,092,599","-2,003,404",Upgrade,Financials in USD,Fiscal year is October - September
Revenue as Reported,-,-,-,"33,375","213,723","272,724",Upgrade,Financials in USD,Fiscal year is October - September
