Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters,,
Revenue,"192,000","287,000","440,000","1,122,000","1,011,000","972,000","1,238,000","913,000","1,784,000","1,123,000","1,076,000","1,399,000","1,350,000","2,068,000","1,445,000","1,310,000","192,000","269,000","280,000","339,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-81.009%,-70.473%,-64.459%,22.892%,-43.330%,-13.446%,15.056%,-34.739%,32.148%,-45.696%,-25.536%,6.794%,603.125%,668.773%,416.071%,286.431%,88.235%,149.074%,273.333%,44.872%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"35,000","58,000","94,000","421,000","278,000","278,000","261,000","714,000","356,000","150,000","337,000","280,000","436,000","748,000","417,000","730,000","145,000","100,000","101,000","213,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"157,000","229,000","346,000","701,000","733,000","694,000","977,000","199,000","1,428,000","973,000","739,000","1,119,000","914,000","1,320,000","1,028,000","580,000","47,000","169,000","179,000","126,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","660,000","944,000","1,217,000","1,616,000","2,287,000","2,542,000","2,617,000","719,000","3,610,000","3,117,000","2,727,000","3,000","4,216,000","4,465,000","5,545,000","4,654,000","2,075,000","2,511,000","2,126,000","2,226,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"644,000","505,000","744,000","735,000","805,000","761,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"660,000","944,000","1,217,000","1,670,000","2,287,000","2,542,000","2,617,000","2,271,000","3,610,000","3,117,000","2,727,000","2,314,000","4,216,000","4,465,000","6,189,000","5,159,000","2,819,000","3,246,000","2,931,000","2,987,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-503,000","-715,000","-871,000","-969,000","-1,554,000","-1,848,000","-1,640,000","-2,072,000","-2,182,000","-2,144,000","-1,988,000","-1,195,000","-3,302,000","-3,145,000","-5,161,000","-4,579,000","-2,772,000","-3,077,000","-2,752,000","-2,861,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-19,000","-6,000","-7,000","-15,000","-15,000","-13,000","-14,000","-45,000","-8,000","-194,000","-218,000","-263,000","-178,000","-135,000","-64,000","-2,405,000","-39,000","-15,000","-13,000","-12,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,"1,000","4,000","9,000","11,000","15,000","17,000","34,000","14,000","1,000","2,000","58,000","2,000",-,"2,000","5,000","12,000","5,000","15,000","17,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,"26,000",-,-,-,-,-,"3,000","13,000","12,000","64,000","56,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-522,000","-720,000","-874,000","-975,000","-1,558,000","-1,846,000","-1,637,000","-2,083,000","-2,176,000","-2,311,000","-2,204,000","-1,400,000","-3,478,000","-3,280,000","-5,223,000","-6,976,000","-2,786,000","-3,075,000","-2,686,000","-2,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-300,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,"-4,690,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-147,000",-,-,-,"-71,000",-,-,-,"-350,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,"-17,000",-,"-2,688,000","-3,595,000",-,-,-,"-41,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,"-1,142,000",-,"-4,622,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-19,000","-174,000","-421,000","1,101,000","-666,000","859,000","1,428,000","901,000","-733,000","2,000","648,000","-677,000","171,000","2,970,000","2,093,000","-9,501,000","35,000","-10,364,000","4,732,000","2,209,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-541,000","-894,000","-1,295,000","-21,000","-2,224,000","-987,000","-209,000","-7,102,000","-2,909,000","-9,619,000","-5,151,000","-2,427,000","-3,307,000","-310,000","-3,171,000","-16,477,000","-2,751,000","-13,439,000","2,046,000","-891,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,"3,000",-,"3,000",-,-,-,"42,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-541,000","-897,000","-1,295,000","-24,000","-2,224,000","-987,000","-209,000","-7,144,000","-2,909,000","-9,619,000","-5,151,000","-2,427,000","-3,307,000","-310,000","-3,171,000","-16,477,000","-2,751,000","-13,439,000","2,046,000","-891,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,"-2,000","-684,000",-,-,"-1,931,000","-1,036,000","-1,011,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-541,000","-897,000","-1,295,000","-24,000","-2,224,000","-987,000","-209,000","-7,146,000","-3,593,000","-9,619,000","-5,151,000","-4,358,000","-4,343,000","-1,321,000","-3,171,000","-16,477,000","-2,751,000","-13,439,000","2,046,000","-891,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-541,000","-897,000","-1,295,000","-24,000","-2,224,000","-987,000","-209,000","-7,146,000","-3,593,000","-9,619,000","-5,151,000","-4,358,000","-4,343,000","-1,321,000","-3,171,000","-16,477,000","-2,751,000","-13,439,000","2,046,000","-891,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-541,000","-897,000","-1,295,000","-24,000","-2,224,000","-987,000","-209,000","-7,146,000","-3,593,000","-9,619,000","-5,151,000","-4,358,000","-4,343,000","-1,321,000","-3,171,000","-16,477,000","-2,751,000","-13,439,000","2,046,000","-891,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"78,439,001","77,993,348","77,993,348","73,214,976","72,231,926","71,479,697","71,431,468","71,395,821","70,686,677","69,870,087","68,849,400","101,518,786","62,174,822","59,842,904","47,686,793","58,290,468","41,344,256","41,716,558","38,017,568","38,418,864",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"78,439,001","77,993,348","77,993,348","73,214,976","72,231,926","71,479,697","71,431,468","71,395,821","70,686,677","69,870,087","68,849,400","101,518,786","62,174,822","59,842,904","47,686,793","58,290,468","41,344,256","41,716,558","53,085,573","38,418,864",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),8.593%,9.113%,9.186%,2.548%,2.186%,2.304%,3.750%,-29.672%,13.690%,16.756%,44.378%,74.160%,50.383%,43.451%,-10.170%,51.724%,-4.667%,18.025%,85.641%,47.233%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.007,-0.011,-0.017,-0.000,-0.031,-0.014,-0.003,-0.100,-0.051,-0.138,-0.075,-0.043,-0.070,-0.022,-0.066,-0.283,-0.067,-0.322,0.054,-0.023,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.007,-0.011,-0.017,-0.000,-0.031,-0.014,-0.003,-0.100,-0.051,-0.140,-0.075,-0.043,-0.087,-0.037,-0.070,-0.288,-0.070,-0.322,0.040,-0.023,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-89,000","-314,000","-618,000","-526,000","-721,000","-1,193,000","-1,405,000","-1,587,000","-4,917,000","1,614,000","-5,184,000","-1,658,000","-2,001,000",-,"-1,782,000","-4,623,000","-1,408,000","-2,153,000","-2,211,000","-1,827,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.001,-0.004,-0.008,-0.007,-0.010,-0.017,-0.020,-0.022,-0.070,0.023,-0.075,-0.016,-0.032,-,-0.037,-0.079,-0.034,-0.052,-0.042,-0.048,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,81.771%,79.791%,78.636%,62.478%,72.502%,71.399%,78.918%,21.796%,80.045%,86.643%,68.680%,79.986%,67.704%,63.830%,71.142%,44.275%,24.479%,62.825%,63.928%,37.168%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-261.979%,-249.129%,-197.955%,-86.364%,-153.709%,-190.123%,-132.472%,-226.944%,-122.309%,-190.917%,-184.758%,-85.418%,-244.593%,-152.079%,-357.163%,-349.542%,-1443.750%,-1143.866%,-982.857%,-843.953%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-281.771%,-312.544%,-294.318%,-2.139%,-219.980%,-101.543%,-16.882%,-782.694%,-201.401%,-856.545%,-478.717%,-311.508%,-321.704%,-63.878%,-219.446%,-1257.786%,-1432.813%,-4995.911%,730.714%,-262.832%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-46.354%,-109.408%,-140.455%,-46.881%,-71.316%,-122.737%,-113.489%,-173.823%,-275.617%,143.722%,-481.784%,-118.513%,-148.222%,-,-123.322%,-352.901%,-733.333%,-800.372%,-789.643%,-538.938%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-485,000","-697,000","-851,000","-947,000","-1,533,000","-1,830,000","-1,628,000","-1,981,000","-1,959,000","-1,561,000","-1,404,000","-609,000","-2,724,000","-2,669,000","-4,474,000","-3,938,000","-2,665,000","-2,990,000","-2,669,000","-2,702,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-252.604%,-242.857%,-193.409%,-84.403%,-151.632%,-188.272%,-131.502%,-216.977%,-109.809%,-139.003%,-130.483%,-43.531%,-201.778%,-129.062%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"18,000","18,000","20,000","22,000","21,000","18,000","12,000","91,000","223,000","583,000","584,000","586,000","578,000","476,000","687,000","641,000","107,000","87,000","83,000","159,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-503,000","-715,000","-871,000","-969,000","-1,554,000","-1,848,000","-1,640,000","-2,072,000","-2,182,000","-2,144,000","-1,988,000","-1,195,000","-3,302,000","-3,145,000","-5,161,000","-4,579,000","-2,772,000","-3,077,000","-2,752,000","-2,861,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-261.979%,-249.129%,-197.954%,-86.364%,-153.709%,-190.123%,-132.472%,-226.944%,-122.309%,-190.917%,-184.758%,-85.418%,-244.593%,-152.079%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"192,000","287,000","440,000","4,347,000","1,011,000","972,000","1,238,000","4,896,000",-,"1,123,000",-,"6,078,000",-,"2,068,000","1,445,000","1,310,000","192,000","269,000","280,000","339,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,"700,000","1,000,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
