Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"312,622","551,506","621,590","887,984","958,700","826,306",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),24.920%,-11.275%,-30.000%,-7.376%,16.022%,-16.075%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"54,917","274,060","293,264","589,660","731,413","654,286",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"257,705","277,446","328,326","298,324","227,287","172,020",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","911,847","1,066,496","839,464","1,147,236","1,057,981","1,740,397",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"911,847","1,066,496","839,464","1,155,851","1,059,853","1,889,897",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-654,142","-789,050","-511,138","-857,527","-832,566","-1,717,877",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-7,104","-17,344","-14,131","-38,558","-41,900",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,6,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-67,942","6,247",-115,"8,836","37,753","17,765",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-729,188","-800,147","-525,384","-887,249","-836,713","-1,700,106",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"61,844",-,-,"242,985","244,175",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,718,284","-800,147","-525,384","-644,264","-592,538","-1,700,106",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,"2,400","2,500","3,300","3,300","3,300",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-1,718,284","-802,547","-527,884","-647,564","-595,838","-1,703,406",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"243,365","-169,332","-281,795",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,474,919","-971,879","-809,679","-647,564","-595,838","-1,703,406",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,474,919","-971,879","-809,679","-647,564","-595,838","-1,703,406",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"38,028,407","35,954,205","33,009,000","33,009,000","33,034,547","32,845,027",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"38,028,407","35,954,205","33,009,000","33,009,000","33,034,547","32,845,027",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),9.640%,8.922%,-,-0.077%,0.577%,2.231%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.039,-0.027,-0.025,-0.020,-0.018,-0.052,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.039,-0.027,-0.025,-0.020,-0.018,-0.052,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-3,293","-1,029,285","-706,983","-1,413,614","-740,109","-924,572",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.000,-0.029,-0.021,-0.043,-0.022,-0.028,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,82.433%,50.307%,52.820%,33.596%,23.708%,20.818%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-209.244%,-143.072%,-82.231%,-96.570%,-86.843%,-207.898%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-471.790%,-176.223%,-130.259%,-72.925%,-62.151%,-206.147%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1.053%,-186.632%,-113.738%,-159.194%,-77.199%,-111.892%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-670,948","-771,632","-496,625","-821,725","-799,286","-1,686,237",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-214.620%,-139.914%,-79.896%,-92.538%,-83.372%,-204.069%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"-16,806","17,418","14,513","35,802","33,280","31,640",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-654,142","-789,050","-511,138","-857,527","-832,566","-1,717,877",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-209.244%,-143.072%,-82.231%,-96.570%,-86.843%,-207.898%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"136,237","551,506","621,590","887,984","958,700",-,Upgrade,Financials in USD,Fiscal year is January - December
