Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","1,043,426","957,114","1,149,257","585,502","760,132","2,499,864",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"140,048","473,528","14,236","152,667","126,259","336,110",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,211,028","1,484,950","1,163,493","738,169","887,030","2,838,048",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,211,028","-1,484,950","-1,163,493","-738,169","-887,030","-2,838,048",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-235,537","-168,251","-120,403","-210,919","-653,049","-894,173",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-63,135","3,746","3,165,151","1,178,230","-373,584","-46,745",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,509,700","-1,649,455","1,881,255","229,142","-1,913,663","-3,778,966",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"-2,645,000","2,645,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-708,192","-708,192",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-5,000","-5,000","-2,772,331","711,892","3,502,280","382,308",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,222,892","-2,362,647","-3,536,076","3,586,034","1,588,617","-3,396,658",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-2,222,892","-2,362,647","-3,536,076","3,586,034","1,588,617","-3,396,658",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,222,892","-2,362,647","-3,536,076","3,586,034","1,588,617","-3,396,658",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,222,892","-2,362,647","-3,536,076","3,586,034","1,588,617","-3,396,658",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,125.733%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"83,681,696","83,510,001","36,290,359","482,826","476,504","457,578",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"83,681,696","83,510,001","36,290,359","9,394,164","476,504","457,578",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),7.718%,130.116%,286.307%,1871.476%,4.136%,6.497%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.027,-0.028,-0.097,7.427,3.334,-7.423,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.030,-0.030,-0.100,0.380,3.334,-7.423,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-88.602%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"136,035","-408,026","-581,821","-231,717","-191,955",-934,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.002,-0.005,-0.016,-0.025,-0.403,-0.002,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,156,320","-1,430,642",-,"-737,530","-886,391","-2,835,974",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"54,708","54,308",-,639,639,"2,074",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,211,028","-1,484,950","-1,163,493","-738,169","-887,030","-2,838,048",Upgrade,Financials in USD,Fiscal year is January - December
