Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"12,708,000","13,617,000","17,208,000","72,089,000","66,349,000","73,460,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-11.325%,-20.868%,-76.130%,8.651%,-9.680%,0.231%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"8,295,000","8,605,000","9,024,000","55,511,000","55,470,000","62,275,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"4,413,000","5,012,000","8,184,000","16,578,000","10,879,000","11,185,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,443,000","5,913,000","9,253,000","13,152,000","16,287,000","25,545,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,443,000","5,913,000","9,253,000","13,152,000","16,287,000","25,545,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-30,000","-901,000","-1,069,000","3,426,000","-5,408,000","-14,360,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-7,910,000","-8,271,000","-7,902,000","-8,611,000","-8,954,000","-9,876,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"19,000","41,000","1,676,000","1,376,000","11,000","3,944,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-7,921,000","-9,131,000","-7,295,000","-3,809,000","-14,351,000","-20,292,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,"-8,818,000",-,"-8,979,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,"277,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-812,000","-488,000","-713,000","-2,300,000",-,"-15,428,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-8,733,000","-9,619,000","-8,008,000","-14,927,000","-14,351,000","-44,422,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"49,000","43,000","25,000","13,000","38,000","79,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-8,782,000","-9,662,000","-8,033,000","-14,940,000","-14,389,000","-44,501,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"-1,801,000","-4,052,000","-189,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-10,583,000","-13,714,000","-8,222,000","-14,940,000","-14,389,000","-44,501,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-10,583,000","-13,714,000","-8,222,000","-14,940,000","-14,389,000","-44,501,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"259,092,833","259,092,833","259,092,833","258,837,701","257,345,636","255,643,828",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"259,092,833","259,092,833","259,092,833","258,837,701","259,079,879","265,493,489",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-,-,0.099%,-0.093%,-2.416%,-0.446%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.041,-0.053,-0.032,-0.058,-0.056,-0.174,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.041,-0.056,-0.032,-0.060,-0.056,-0.182,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"2,849,000","2,897,000","-4,412,000","2,495,000","-5,090,000","-8,431,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.011,0.011,-0.017,0.010,-0.020,-0.032,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,34.726%,36.807%,47.559%,22.997%,16.397%,15.226%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-0.236%,-6.617%,-6.212%,4.752%,-8.151%,-19.548%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-83.278%,-100.712%,-47.780%,-20.724%,-21.687%,-60.579%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,22.419%,21.275%,-25.639%,3.461%,-7.672%,-11.477%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-9,000","-866,000","-901,000","3,883,000","-4,271,000","-12,647,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-0.071%,-6.360%,-5.236%,5.386%,-6.437%,-17.216%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"21,000","35,000","168,000","457,000","1,137,000","1,713,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-30,000","-901,000","-1,069,000","3,426,000","-5,408,000","-14,360,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-0.236%,-6.617%,-6.212%,4.752%,-8.151%,-19.548%,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"802,000","2,184,000","2,761,000","1,278,000","839,000",Upgrade,Financials in USD,Fiscal year is January - December
