Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"109,745","254,991","238,072","121,110","69,733","161,842","205,025","164,837","314,890","321,710","187,605",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),57.379%,57.556%,16.119%,-26.527%,-77.855%,-49.693%,9.285%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"405,370","454,958","546,974","407,507","342,586","409,801","539,388","313,527","572,697","762,994","661,143","726,668","598,569","555,472","638,636",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-295,625","-199,967","-308,902","-286,397","-272,853","-247,959","-334,363","-148,690","-257,807","-441,284","-473,538","-726,668","-598,569","-555,472","-638,636",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","460,256","448,926","-38,457","-68,798","370,240","388,754","387,778","14,064","409,020","598,437","413,986","495,984","449,169","634,401","410,025","678,433","450,652","529,282","552,995","484,088",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"523,670","651,225","681,453","868,994","684,858",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"460,256","448,926","-38,457","-68,798","370,240","388,754","387,778","14,064","409,020","598,437","413,986","495,984","449,169","634,401","410,025","1,202,103","1,101,877","1,210,735","1,421,989","1,168,946",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-755,881","-648,893","-270,445","-217,599","-643,093","-636,713","-722,141","-162,754","-666,827","-1,039,721","-887,524","-1,222,652","-1,047,738","-1,189,873","-1,048,661","-1,202,103","-1,101,877","-1,210,735","-1,421,989","-1,168,946",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-58,679","-61,295","-56,777","-58,625","-61,524","-50,824","-45,241","-48,267","-46,440","-38,120","-30,864","-16,091","-3,521","-452,812","-489,274","-469,175","-463,390","-410,404","-405,151","-386,484",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,823,"3,334",79,117,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-814,560","-710,188","-327,222","-276,224","-704,617","-687,537","-767,382","-211,021","-713,267","-1,077,841","-918,388","-1,238,743","-1,051,259","-1,642,685","-1,537,935","-1,671,277","-1,564,444","-1,617,805","-1,827,061","-1,555,313",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,"-199,791","-136,660","-176,820","-387,189","-71,222","-147,525","-60,072","-521,632",-,-,"-112,534",-,-,-,"-132,015",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
