Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2013,Currency,Fiscal_Year_period
Period Ending,"Dec '22 Dec 31, 2022","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018",2017 - 2013,,
Revenue,-,-,"9,750,000",-,-,"22,254,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-14.259%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"28,533,000","28,533,000","53,455,000","71,015,000","76,290,000","66,195,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-28,533,000","-28,533,000","-43,705,000","-71,015,000","-76,290,000","-43,941,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","13,541,000","13,541,000","20,853,000","20,372,000","16,605,000","13,340,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,"50,875,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"13,541,000","13,541,000","71,728,000","20,372,000","16,605,000","13,340,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-42,074,000","-42,074,000","-115,433,000","-91,387,000","-92,895,000","-57,281,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,"-17,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"477,000","477,000",-,"1,250,000","3,035,000","2,652,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,947,000","1,947,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-39,650,000","-39,650,000","-115,450,000","-90,137,000","-89,860,000","-54,629,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"362,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-39,650,000","-39,650,000","-115,088,000","-90,137,000","-89,860,000","-54,629,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-39,650,000","-39,650,000","-115,088,000","-90,137,000","-89,860,000","-54,629,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"-18,360,000","-18,360,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-21,290,000","-21,290,000","-115,088,000","-90,137,000","-89,860,000","-54,629,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"4,633,000","4,633,000","3,693,000","3,441,000","2,365,600","1,830,200",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"4,992,000","4,992,000","3,693,000","3,441,000","2,365,600","1,830,200",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),35.175%,35.175%,7.323%,45.460%,29.254%,11.086%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.595,-4.595,-31.164,-26.195,-37.986,-29.849,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-7.943,-7.943,-31.164,-26.200,-37.986,-29.849,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-43,741,000","-43,741,000","-66,447,000","-84,373,000","-78,752,000","-65,056,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-8.762,-8.762,-17.993,-24.520,-33.290,-35.546,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-197.452%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-1183.928%,-,-,-257.396%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-1180.390%,-,-,-245.479%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-681.508%,-,-,-292.334%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-41,819,000","-41,819,000","-115,153,000","-91,023,000","-92,416,000","-56,776,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-255.127%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"255,000","255,000","280,000","364,000","479,000","505,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-42,074,000","-42,074,000","-115,433,000","-91,387,000","-92,895,000","-57,281,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-257.396%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,"9,750,000",-,-,"22,254,000",Upgrade,Financials in USD,Fiscal year is January - December
