Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"19,496,756","17,161,022","10,056,284","14,143,910","13,379,709","4,462,624",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),57.778%,70.650%,-28.900%,5.712%,199.817%,18.083%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"9,158,990","7,759,488","7,625,717","4,817,723","6,979,055","4,352,438",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"10,337,766","9,401,534","2,430,567","9,326,187","6,400,654","110,186",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","15,462,336","11,793,727","5,952,770","8,212,937","5,432,908","1,483,028",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"18,531,375","14,422,542","7,701,138","9,544,700","6,746,350","1,917,387",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-8,193,609","-5,021,008","-5,270,571","-218,513","-345,696","-1,807,201",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-170,052","-73,194","-404,385","-327,341","-259,608","-263,628",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,"221,766","169,323",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"370,631","240,886","145,542","210,769","426,866","66,187",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-7,993,030","-4,853,316","-5,529,414","-113,319","-9,115","-2,004,642",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,"-650,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"2,356,526",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-7,993,030","-4,853,316","-3,172,888","-113,319","-659,115","-2,004,642",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"791,428","501,704","48,817","1,619,588","657,546",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-8,784,458","-5,355,020","-3,221,705","-1,732,907","-1,316,661","-2,004,642",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-8,784,458","-5,355,020","-3,221,705","-1,732,907","-1,316,661","-2,004,642",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"116,295,349","116,295,355","116,295,355",-,"103,239,099","69,611,850",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"116,295,349","116,295,355","116,295,355",-,"103,239,099","69,611,850",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.228%,-,-,-,48.307%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.076,-0.046,-0.028,-,-0.013,-0.029,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.076,-0.046,-0.028,-,-0.013,-0.029,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-440,518","505,694","-514,386","-2,852,733","639,259","-3,203,108",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.004,0.004,-0.004,-,0.006,-0.046,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,53.023%,54.784%,24.170%,65.938%,47.839%,2.469%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-42.025%,-29.258%,-52.411%,-1.545%,-2.584%,-40.496%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-45.056%,-31.205%,-32.037%,-12.252%,-9.841%,-44.921%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-2.259%,2.947%,-5.115%,-20.169%,4.778%,-71.776%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-5,124,570","-2,392,193","-3,522,203","1,447,166","1,297,973","-1,370,301",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-26.284%,-13.940%,-35.025%,10.232%,9.701%,-30.706%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"3,069,039","2,628,815","1,748,368","1,665,679","1,643,669","436,900",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-8,193,609","-5,021,008","-5,270,571","-218,513","-345,696","-1,807,201",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-42.025%,-29.258%,-52.411%,-1.545%,-2.584%,-40.496%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"19,496,756","17,161,022","10,056,284","14,143,910","13,379,709","4,462,624",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"384,386","443,036","668,497","343,123","63,859",Upgrade,Financials in USD,Fiscal year is January - December
