Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2013,Currency,Fiscal_Year_period
Period Ending,"Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018",2017 - 2013,,
Revenue,"73,000","814,000","9,404,000","10,126,000","5,652,000","4,038,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-98.657%,-91.344%,-7.130%,79.158%,39.970%,158.349%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"125,000","616,000","4,316,000","4,424,000","2,479,000","2,286,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-52,000","198,000","5,088,000","5,702,000","3,173,000","1,752,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","11,282,000","15,027,000","23,284,000","36,276,000","80,169,000","91,842,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"10,470,000","11,048,000","14,182,000","11,532,000","16,397,000","20,748,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"21,752,000","26,075,000","37,466,000","47,808,000","96,566,000","112,590,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-21,804,000","-25,877,000","-32,378,000","-42,106,000","-93,393,000","-110,838,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,"-11,000","-127,000","-182,000",-,"-60,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"35,000",-,-,-,"151,000","540,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"9,962,000","14,551,000","14,000","3,268,000","749,000","192,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-11,807,000","-11,337,000","-32,491,000","-39,020,000","-92,493,000","-110,166,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-103,000","-103,000","-1,002,000","-3,834,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,"-278,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"4,000,000","4,000,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-395,000","-393,000","-352,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"3,936,000",-,-,"-342,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-8,305,000","-7,833,000","-30,187,000","-42,854,000","-92,493,000","-110,508,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-8,305,000","-7,833,000","-30,187,000","-42,854,000","-92,493,000","-110,508,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-8,305,000","-7,833,000","-30,187,000","-42,854,000","-92,493,000","-110,508,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-8,305,000","-7,833,000","-30,187,000","-42,854,000","-92,493,000","-110,508,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"7,842,224","6,853,169","3,200,561","1,551,173","998,654","853,738",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"7,842,224","7,665,190","3,200,561","1,574,696","998,654","853,738",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),139.084%,139.495%,103.249%,57.682%,16.974%,39.868%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.059,-1.143,-9.432,-27.627,-92.618,-129.440,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.092,-1.668,-9.432,-29.065,-92.618,-129.440,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-21,642,000","-22,634,000","-22,753,000","-39,093,000","-59,421,000","-52,998,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.760,-2.953,-7.109,-24.826,-59.501,-62.078,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-71.233%,24.324%,54.105%,56.310%,56.139%,43.388%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-29868.493%,-3178.993%,-344.300%,-415.821%,-1652.389%,-2744.874%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-11376.712%,-962.285%,-321.002%,-423.208%,-1636.465%,-2736.701%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-29646.575%,-2780.590%,-241.950%,-386.066%,-1051.327%,-1312.481%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-20,604,000","-24,370,000","-29,536,000","-38,843,000","-90,208,000","-108,660,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,200,000","1,507,000","2,842,000","3,263,000","3,185,000","2,178,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-21,804,000","-25,877,000","-32,378,000","-42,106,000","-93,393,000","-110,838,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"73,000","814,000","9,404,000","10,126,000","5,652,000","4,038,000",Upgrade,Financials in USD,Fiscal year is January - December
