Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"13,617,000","12,746,000","13,147,000","11,509,000","12,915,000","12,994,000","13,098,000","12,254,000","12,326,000","13,267,000","15,634,000","14,594,000","12,751,000","17,058,000","17,072,000","14,257,000","15,172,000","13,535,000","13,631,000","14,197,000",Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),5.436%,-1.909%,0.374%,-6.080%,4.779%,-2.058%,-16.221%,-16.034%,-3.333%,-22.224%,-8.423%,2.364%,-15.957%,26.029%,25.244%,0.423%,33.018%,-0.361%,-3.244%,18.298%,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,"12,246,000","11,462,000","11,899,000","10,989,000","12,083,000","12,008,000","12,090,000","11,184,000","11,329,000","11,871,000","13,652,000","12,844,000","11,327,000","14,786,000","14,411,000","12,083,000","12,799,000","12,085,000","11,779,000","12,171,000",Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"1,371,000","1,284,000","1,248,000","520,000","832,000","986,000","1,008,000","1,070,000","997,000","1,396,000","1,982,000","1,750,000","1,424,000","2,272,000","2,661,000","2,174,000","2,373,000","1,450,000","1,852,000","2,026,000",Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","881,000","882,000","893,000","972,000","886,000","907,000","964,000","1,103,000","967,000","958,000","990,000","1,020,000","839,000","960,000","942,000","930,000","864,000","832,000","892,000","821,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"881,000","882,000","893,000","972,000","886,000","907,000","964,000","1,103,000","967,000","958,000","990,000","1,020,000","839,000","960,000","942,000","930,000","864,000","832,000","892,000","821,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"490,000","402,000","355,000","-452,000","-54,000","79,000","44,000","-33,000","30,000","438,000","992,000","730,000","585,000","1,312,000","1,719,000","1,244,000","1,509,000","618,000","960,000","1,205,000",Upgrade,Financials in USD,Fiscal year is July - June
Interest Expense,-,-,"-4,000",-,-,-,-,"-8,000","-10,000","-24,000","-30,000","-42,000","-32,000","-43,000","-58,000","-79,000","-76,000","-68,000","-96,000","-109,000",Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,"14,000","12,000",-,"2,000","8,000","2,000","2,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),-,-,"1,000","-2,000",-,"2,000",-,"-4,000",-,"-22,000","4,000","25,000","6,000","18,000","23,000","8,000","8,000","24,000",-,"6,000",Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"504,000","414,000","352,000","-452,000","-46,000","83,000","46,000","-45,000","20,000","392,000","966,000","713,000","559,000","1,287,000","1,684,000","1,173,000","1,441,000","574,000","864,000","1,102,000",Upgrade,Financials in USD,Fiscal year is July - June
