Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"12,262,000","16,250,000","26,424,000","21,496,000","16,692,000","22,740,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-19.498%,-38.503%,22.925%,28.780%,-26.596%,9.112%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"7,945,000","10,206,000","16,439,000","10,423,000","7,478,000","10,071,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"4,317,000","6,044,000","9,985,000","11,073,000","9,214,000","12,669,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","6,837,000","8,077,000","10,986,000","10,484,000","12,606,000","17,331,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"-66,000","169,000","804,000","24,000","3,378,000","1,102,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"6,771,000","8,246,000","11,790,000","10,508,000","15,984,000","18,433,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,454,000","-2,202,000","-1,805,000","565,000","-6,770,000","-5,764,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-599,000","-477,000","-155,000","-34,000","-134,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"66,000","550,000","276,000","3,559,000","-283,000","3,618,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,987,000","-2,129,000","-1,684,000","4,090,000","-7,187,000","-2,146,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-74,000","36,000",-,"1,060,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,061,000","-2,093,000","-1,684,000","5,150,000","-7,187,000","-2,146,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,"-92,000","342,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-3,061,000","-2,093,000","-1,592,000","4,808,000","-7,187,000","-2,146,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-3,061,000","-2,093,000","-1,592,000","4,808,000","-7,187,000","-2,146,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"227,448,689","216,053,743","212,269,453","203,589,531","189,844,867","106,481,290",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"227,448,689","216,053,743","212,269,453","237,686,875","189,844,867","106,481,290",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5.804%,1.783%,-10.694%,25.201%,78.289%,-24.503%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.013,-0.010,-0.007,0.024,-0.038,-0.020,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.013,-0.010,-0.010,0.005,-0.040,-0.020,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,291,000","-783,000","-1,909,000","-1,457,000","-3,442,000","-2,607,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.006,-0.004,-0.009,-0.006,-0.018,-0.024,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,35.206%,37.194%,37.788%,51.512%,55.200%,55.712%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-20.013%,-13.551%,-6.831%,2.628%,-40.558%,-25.347%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-24.963%,-12.880%,-6.025%,22.367%,-43.057%,-9.437%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-10.528%,-4.818%,-7.224%,-6.778%,-20.621%,-11.464%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,327,000","-2,048,000","-1,509,000","775,000","-6,589,000","-5,691,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-18.977%,-12.603%,-5.711%,3.605%,-39.474%,-25.026%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"127,000","154,000","296,000","210,000","181,000","73,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,454,000","-2,202,000","-1,805,000","565,000","-6,770,000","-5,764,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-20.013%,-13.551%,-6.831%,2.628%,-40.558%,-25.347%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,6.641%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"12,262,000","16,250,000","26,424,000","21,496,000","16,692,000","22,740,000",Upgrade,Financials in USD,Fiscal year is January - December
