Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"72,102","72,102","72,102","71,264",-,"40,569",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"72,102","72,102","72,102","71,264",-,"40,569",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),0%,0%,1.176%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"5,838","5,838","5,838","5,004",-,"27,387",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"66,264","66,264","66,264","66,260",-,"13,182",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,492,928","3,076,764","2,427,486","2,265,193","2,010,093","864,180",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"1,629,402","845,092","1,286,434","693,910","26,250","63,465",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,122,330","3,921,856","3,713,920","2,959,103","2,036,343","914,145",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-4,056,066","-3,855,592","-3,647,656","-2,892,843","-2,036,343","-900,963",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-5,083","-4,869","-2,199","-3,036","-269,267","-62,928",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"358,539","398,530","72,637","1,210","11,543","12,196",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-14,242",-,-,-,"-2,950",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,"3,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-3,716,852","-3,461,931","-3,577,218","-2,894,669","-2,294,017","-951,695",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"3,016","-3,118","-435,903","6,909,071","-9,194","-32,159",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,"-29,440",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-166,034","105,733","167,582","-363,058",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,713,836","-3,631,083","-3,907,388","4,181,984","-2,666,269","-1,013,294",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"24,876",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-3,713,836","-3,631,083","-3,907,388","4,157,108","-2,666,269","-1,013,294",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"-69,600","-69,600","-1,163","-253,367","-371,248",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-3,783,436","-3,700,683","-3,908,551","3,903,741","-3,037,517","-1,013,294",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,"1,403,997","69,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-3,783,436","-3,700,683","-3,908,551","2,499,744","-3,106,517","-1,013,294",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"3,282,461","3,079,874","2,284,240","1,897,315","1,319,094","469,370",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"3,282,461","3,079,874","2,284,240","1,918,444","1,319,094","469,370",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),4.235%,34.831%,19.067%,45.436%,181.035%,-52.204%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.153,-1.202,-1.711,1.318,-2.355,-2.159,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.153,-1.202,-1.711,1.301,-2.781,-2.159,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-3,826,494","-3,224,498","-3,497,622","-2,278,016","-1,156,996","-794,324",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.166,-1.047,-1.531,-1.187,-0.877,-1.692,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,91.903%,91.903%,91.903%,92.978%,-,32.493%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-5625.456%,-5347.413%,-5059.022%,-4059.333%,-,-2220.816%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-5247.338%,-5132.566%,-5420.863%,3507.723%,-,-2497.705%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-5307.057%,-4472.134%,-4850.936%,-3196.587%,-,-1957.958%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,-,-,"-883,413",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,-,-,"17,550",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,056,066","-3,855,592","-3,647,656","-2,892,843","-2,036,343","-900,963",Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,0.595%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
