Fiscal Year,TTM,FY 2021,FY 2020,FY 2019,FY 2018,FY 2017,2016 - 2012,Currency,Fiscal_Year_period
Period Ending,"Sep '22 Sep 30, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018","Dec '17 Dec 31, 2017",2016 - 2012,,
Revenue,"1,498,604","1,030,249","280,653","695,076","252,135","26,830",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),169.209%,267.090%,-59.623%,175.676%,839.750%,207.366%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,073,460","873,371","159,304","248,556","81,250","14,294",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"425,144","156,878","121,349","446,520","170,885","12,536",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,612,391","3,558,732","1,955,419","5,492,189","3,980,493","21,272,758",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,559,294","4,868,011","4,976,240","6,917,338","3,985,834","21,275,334",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-4,134,150","-4,711,133","-4,854,891","-6,470,818","-3,814,949","-21,262,798",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-4,619,719","-4,302,293","-2,999,291","-4,682,247","-6,828,939","-5,842,802",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-2,744,432","-735,178","106,305","-13,842","-90,859","-61,298",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"260,328","3,852","-4,698,072","-2,123,570","1,443,249","-4,329,743",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-10,502,795","-9,744,752","-12,445,949","-13,290,477","-9,291,498","-31,496,641",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"6,086","-39,063","222,943","-1,621,193","-373,195","-2,292,500",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,"-1,497,674","-1,682,870",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-489,492","-407,635","77,624","-3,770,974","251,772","347,221",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-13,007,183","-10,191,450","-12,145,382","-20,180,318","-11,095,791","-33,441,920",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-13,007,183","-10,191,450","-12,145,382","-20,180,318","-11,095,791","-33,441,920",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-13,007,183","-10,191,450","-12,145,382","-20,180,318","-11,095,791","-33,441,920",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"9,704,507,197","5,248,075,532","962,029,388","48,669,683","37,924,703","32,157,074",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"9,704,507,197","5,248,075,532","962,029,388","48,669,683","37,924,703","32,157,074",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),129.748%,445.521%,1876.650%,28.332%,17.936%,49.969%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.001,-0.002,-0.013,-0.415,-0.293,-1.040,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.001,-0.002,-0.013,-0.415,-0.293,-1.040,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-3,055,079","-4,110,413","-1,729,966","-2,818,663","-3,067,604","-911,887",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.000,-0.001,-0.002,-0.058,-0.081,-0.028,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,28.369%,15.227%,43.238%,64.240%,67.775%,46.724%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-275.867%,-457.281%,-1729.855%,-930.951%,-1513.058%,-79250.086%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-867.953%,-989.222%,-4327.544%,-2903.325%,-4400.734%,-124643.757%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-203.862%,-398.973%,-616.407%,-405.519%,-1216.651%,-3398.759%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-3,885,302","-4,609,799","-4,848,958","-6,463,519","-3,809,608","-21,260,222",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"248,848","101,334","5,933","7,299","5,341","2,576",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,134,150","-4,711,133","-4,854,891","-6,470,818","-3,814,949","-21,262,798",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,498,604","1,030,249","280,653","695,076","252,135","26,830",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"236,563","129,504","540,474","569,832","77,552",Upgrade,Financials in USD,Fiscal year is January - December
