Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"2,242,800,000","1,887,100,000","1,488,700,000","1,133,500,000","1,045,900,000","788,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),25.725%,26.762%,31.337%,8.376%,32.712%,74.668%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"716,200,000","604,700,000","487,000,000","342,400,000","285,100,000","207,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,526,600,000","1,282,400,000","1,001,700,000","791,100,000","760,800,000","580,700,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","924,300,000","887,600,000","752,700,000","583,300,000","433,300,000","354,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"924,300,000","887,600,000","752,700,000","583,300,000","433,300,000","354,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"602,300,000","394,800,000","249,000,000","207,800,000","327,500,000","226,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-4,600,000","-4,600,000","-7,100,000","-25,800,000","-32,800,000","-32,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"92,000,000","57,400,000","11,200,000","3,800,000","12,600,000","19,200,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"689,700,000","447,600,000","253,100,000","185,800,000","307,300,000","213,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-6,200,000","28,400,000","30,800,000","20,900,000","-17,700,000","-13,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-138,400,000",-,"-70,000,000",-,"-18,400,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"521,600,000","332,100,000","213,900,000","101,400,000","106,700,000","46,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"135,700,000","82,400,000","59,400,000","11,800,000","-300,600,000","9,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"385,900,000","249,700,000","154,500,000","89,600,000","407,300,000","37,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"385,900,000","249,700,000","154,500,000","89,600,000","407,300,000","37,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,102.042%,61.618%,72.433%,-78.001%,1000.811%,75.355%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"100,025,000","97,700,000","95,800,000","94,600,000","93,100,000","91,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"103,550,000","101,000,000","98,900,000","97,900,000","97,800,000","95,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.907%,2.123%,1.021%,0.102%,2.194%,0.314%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),3.858,2.556,1.613,0.947,4.375,0.404,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),3.728,2.470,1.560,0.920,4.160,0.390,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,97.401%,58.333%,69.565%,-77.885%,966.667%,77.273%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"440,100,000","361,600,000","322,900,000","233,100,000","217,600,000","132,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,4.250,3.580,3.265,2.381,2.225,1.382,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,68.067%,67.956%,67.287%,69.793%,72.741%,73.683%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,26.855%,20.921%,16.726%,18.333%,31.313%,28.753%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,17.206%,13.232%,10.378%,7.905%,38.943%,4.695%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,19.623%,19.162%,21.690%,20.565%,20.805%,16.787%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"628,000,000","416,100,000","264,600,000","218,700,000","336,100,000","234,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,28.001%,22.050%,17.774%,19.294%,32.135%,29.692%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"25,700,000","21,300,000","15,600,000","10,900,000","8,600,000","7,400,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"602,300,000","394,800,000","249,000,000","207,800,000","327,500,000","226,600,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,26.855%,20.921%,16.726%,18.332%,31.313%,28.753%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,26.016%,24.812%,27.770%,11.637%,-,20.430%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"2,242,800,000","1,887,100,000","1,488,700,000","1,133,500,000","1,045,900,000","788,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"159,900,000","149,700,000","139,800,000","64,800,000","40,600,000",Upgrade,Financials in USD,Fiscal year is January - December
