Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+12 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+12 Quarters,,
Revenue,-,-,"10,091,000",-,"406,000",-,"1,292,000","3,825,000","2,369,000",-,"166,000","180,000","236,000","1,645,000","269,000","404,000","680,000","293,000","338,000","309,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,681.037%,-,-82.862%,-,678.313%,2025.000%,903.814%,-,-38.290%,-55.446%,-65.294%,461.433%,-20.414%,30.744%,128.956%,-13.314%,-82.790%,4.392%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,218,000","36,612,000","30,671,000","25,158,000","1,525,000","33,232,000","27,388,000","7,548,000","37,632,000","38,212,000","33,963,000","39,635,000","32,292,000","32,131,000","30,731,000","38,728,000","33,545,000","31,328,000","31,287,000","29,368,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-1,218,000","-36,612,000","-20,580,000","-25,158,000","-1,119,000","-33,232,000","-26,096,000","-3,723,000","-35,263,000","-38,212,000","-33,797,000","-39,455,000","-32,056,000","-30,486,000","-30,462,000","-38,324,000","-32,865,000","-31,035,000","-30,949,000","-29,059,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","27,330,000","21,903,000","18,177,000","15,728,000","10,611,000","11,122,000","9,284,000","7,412,000","8,231,000","8,269,000","7,987,000","7,591,000","8,299,000","7,237,000","8,738,000","9,006,000","9,843,000","8,509,000","7,614,000","9,921,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"39,105,000",-,-,-,"30,793,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"66,435,000","21,903,000","18,177,000","15,728,000","41,404,000","11,122,000","9,284,000","7,412,000","8,231,000","8,269,000","7,987,000","7,591,000","8,299,000","7,237,000","8,738,000","9,006,000","9,843,000","8,509,000","7,614,000","9,921,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-67,653,000","-58,515,000","-38,757,000","-40,886,000","-42,523,000","-44,354,000","-35,380,000","-11,135,000","-43,494,000","-46,481,000","-41,784,000","-47,046,000","-40,355,000","-37,723,000","-39,200,000","-47,330,000","-42,708,000","-39,544,000","-38,563,000","-38,980,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-10,686,000","-10,174,000","-19,269,000","-30,128,000","-5,014,000","-5,020,000","-4,905,000","-3,457,000","-1,850,000","-1,810,000","-1,790,000","-1,105,000",-,-,-,-,-,"-47,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
