Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"1,796,000","914,000","4,190,000","578,000","3,767,000","654,000","641,000","660,000","466,000","312,000","237,000","311,000","151,000","135,000","333,000","351,000","316,000","298,000","75,000","116,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-52.323%,39.755%,553.666%,-12.424%,708.369%,109.615%,170.464%,112.219%,208.609%,131.111%,-28.829%,-11.396%,-52.215%,-54.698%,344.000%,202.586%,225.773%,55.208%,-78.448%,-81.732%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,081,000","537,000","310,000","398,000","511,000","461,000","322,000","364,000","120,000","262,000","163,000","267,000","101,000","128,000","271,000","346,000","75,000","114,000","39,000","81,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"715,000","377,000","3,880,000","180,000","3,256,000","193,000","319,000","296,000","346,000","50,000","74,000","44,000","50,000","7,000","62,000","5,000","241,000","184,000","36,000","35,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,740,000","2,458,000","2,646,000","2,263,000","2,376,000","2,725,000","2,315,000","2,825,000","2,447,000","2,640,000","2,503,000","2,720,000","2,780,000","2,467,000","2,024,000","2,371,000","1,796,000","1,519,000","2,307,000","1,752,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"4,430,000","4,016,000","4,801,000","5,545,000","5,063,000","5,369,000","4,800,000","4,753,000","4,996,000","5,417,000","5,626,000","6,016,000","5,826,000","4,986,000","4,297,000","4,811,000","3,998,000","3,891,000","4,587,000","5,164,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,-,-,-,-,"-3,500,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"8,170,000","6,474,000","7,447,000","7,808,000","7,439,000","8,094,000","7,115,000","4,078,000","7,443,000","8,057,000","8,129,000","8,736,000","8,606,000","7,453,000","6,321,000","7,182,000","5,794,000","5,410,000","6,894,000","6,916,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-7,455,000","-6,097,000","-3,567,000","-7,628,000","-4,183,000","-7,901,000","-6,796,000","-3,782,000","-7,097,000","-8,007,000","-8,055,000","-8,692,000","-8,556,000","-7,446,000","-6,259,000","-7,177,000","-5,553,000","-5,226,000","-6,858,000","-6,881,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,910,000","-122,000","-166,000",-,"-109,000","-247,000","-538,000","-497,000","-255,000","-2,153,000","-1,090,000","-706,000","-159,000","-14,000","-905,000","-628,000","-73,000","-97,000","-487,000","-1,758,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,153,000","260,000","407,000","899,000","429,000","391,000","308,000","3,333,000","194,000","444,000","41,000","763,000","380,000","565,000","52,000","420,000","215,000","506,000","137,000","353,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-6,000","-20,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"-245,000",-,-,-,"-1,741,000",-,-,-,"1,065,000",-,-,-,"1,011,000",-,-,-,"1,272,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"-158,000",-,-,-,"-254,000",-,-,-,"-458,000",-,-,-,"-2,330,000",-,-,-,"-93,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-8,218,000","-5,979,000","-3,326,000","-7,132,000","-3,863,000","-7,757,000","-7,026,000","-2,941,000","-7,158,000","-9,716,000","-9,104,000","-8,028,000","-8,335,000","-6,895,000","-7,112,000","-8,704,000","-5,411,000","-4,817,000","-7,208,000","-7,107,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"45,000",-,-,-,"-721,000",-,-,-,"-62,000",-,-,-,"-34,000",-,-,-,"439,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"-5,000","-519,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"-254,000",-,-,-,"-114,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
