Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"45,713,000","46,018,000","41,404,000","36,939,000","34,437,000","20,365,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),7.502%,11.144%,12.087%,7.265%,69.099%,345.526%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"110,198,000","68,994,000","57,968,000","36,071,000","23,248,000","18,055,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-64,485,000","-22,976,000","-16,564,000","868,000","11,189,000","2,310,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","51,283,800","50,890,800","60,324,000","53,684,000","46,019,000","47,711,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"51,283,800","50,890,800","62,374,000","56,144,000","48,479,000","50,171,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-115,768,800","-73,866,800","-78,938,000","-55,276,000","-37,290,000","-47,861,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,"-1,247,000","-3,189,000","-5,498,000","-7,257,000","-6,176,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"13,482,000","6,949,000","2,131,000","292,000","58,000","1,054,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-102,286,800","-68,164,800","-79,996,000","-60,482,000","-44,489,000","-52,983,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-1,200,200","-1,200,200",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-20,699,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-1,347,000","-1,559,000","2,065,000","-905,000","-3,810,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-103,487,000","-70,712,000","-102,254,000","-58,417,000","-45,394,000","-56,793,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"83,000","83,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-103,570,000","-70,795,000","-102,254,000","-58,417,000","-45,394,000","-56,793,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-103,570,000","-70,795,000","-102,254,000","-58,417,000","-45,394,000","-56,793,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"50,695,500","38,904,000","37,317,000","28,758,000","12,836,000","10,431,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"50,695,500","38,904,000","37,317,000","28,758,000","12,836,000","10,431,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),34.502%,4.253%,29.762%,124.042%,23.056%,53.881%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.043,-1.820,-2.740,-2.031,-3.536,-5.445,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.043,-1.820,-2.740,-2.031,-3.536,-5.445,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-118,037,000","-1,608,000","-67,155,000","-50,253,000","-14,797,000","-56,912,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.328,-0.041,-1.800,-1.747,-1.153,-5.456,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-141.065%,-49.928%,-40.006%,2.350%,32.491%,11.343%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-253.251%,-160.517%,-190.653%,-149.641%,-108.285%,-235.016%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-226.566%,-153.842%,-246.966%,-158.145%,-131.818%,-278.876%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-258.213%,-3.494%,-162.194%,-136.043%,-42.968%,-279.460%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-114,583,800","-73,402,800","-76,492,000","-52,505,000","-34,641,000","-45,257,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-250.659%,-159.509%,-184.745%,-142.140%,-100.592%,-222.229%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,185,000","464,000","2,446,000","2,771,000","2,649,000","2,604,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-115,768,800","-73,866,800","-78,938,000","-55,276,000","-37,290,000","-47,861,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-253.251%,-160.517%,-190.653%,-149.641%,-108.285%,-235.016%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"45,713,000","46,018,000","41,404,000","36,939,000","34,437,000","20,365,000",Upgrade,Financials in USD,Fiscal year is January - December
