Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,-,-,-,-,-,-,-,"132,000","536,000","8,766,000","3,737,000","8,124,000","2,218,000","4,358,000","5,150,000","6,554,000","13,384,000","7,078,000","3,329,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-,-,-,-98.375%,-75.834%,101.147%,-27.437%,23.955%,-83.428%,-38.429%,54.701%,87.257%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"56,970,000","49,702,000","44,250,000","41,076,000","42,880,000","44,040,000","39,516,000","34,830,000","29,431,000","22,146,000","19,360,000","21,887,000","18,891,000","18,377,000","16,308,000","14,967,000","13,045,000","10,720,000","11,791,000","11,752,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-56,970,000","-49,702,000","-44,250,000","-41,076,000","-42,880,000","-44,040,000","-39,516,000","-34,830,000","-29,299,000","-21,610,000","-10,594,000","-18,150,000","-10,767,000","-16,159,000","-11,950,000","-9,817,000","-6,491,000","2,664,000","-4,713,000","-8,423,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","16,706,000","19,402,000","14,791,000","12,619,000","12,804,000","11,584,000","9,535,000","8,501,000","8,829,000","8,705,000","6,775,000","6,688,000","4,831,000","6,339,000","4,109,000","3,106,000","3,208,000","3,310,000","3,320,000","3,175,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"16,706,000","19,402,000","14,791,000","12,619,000","12,804,000","11,584,000","9,535,000","8,501,000","8,829,000","8,705,000","6,775,000","6,688,000","4,831,000","6,339,000","4,109,000","3,106,000","3,208,000","3,310,000","3,320,000","3,175,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-73,676,000","-69,104,000","-59,041,000","-53,695,000","-55,684,000","-55,624,000","-49,051,000","-43,331,000","-38,128,000","-30,315,000","-17,369,000","-24,838,000","-15,598,000","-22,498,000","-16,059,000","-12,923,000","-9,699,000","-646,000","-8,033,000","-11,598,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-154,000","-330,000","-348,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"10,329,000","10,837,000","11,355,000","8,691,000","6,982,000","6,524,000","5,423,000","4,463,000","3,066,000","816,000","368,000","191,000","57,000","72,000","146,000","85,000","166,000","912,000","1,116,000","437,000",Upgrade,Financials in USD,Fiscal year is January - December
