Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+13 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+13 Quarters,,
Revenue,"83,841,000","70,284,000","45,250,000","42,143,000","8,556,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),879.909%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"6,684,000","6,009,000","2,419,000","2,871,000","223,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"77,157,000","64,275,000","42,831,000","39,272,000","8,333,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","28,713,000","27,626,000","26,058,000","24,764,000","23,697,000","25,904,000","24,035,000","24,362,000","19,935,000","17,863,000","16,676,000","14,967,000","9,572,000","9,799,000","8,152,000","4,748,000","4,580,000","3,315,000","2,421,000","1,805,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"13,511,000","15,583,000","10,957,000","11,370,000","10,629,000","12,144,000","12,288,000","10,741,000","11,516,000","10,890,000","9,314,000","9,009,000","6,080,000","6,594,000","6,201,000","5,672,000","5,100,000","3,639,000","3,525,000","4,349,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"42,224,000","43,209,000","37,015,000","36,134,000","34,326,000","38,048,000","36,323,000","35,103,000","31,451,000","28,753,000","25,990,000","23,976,000","15,652,000","16,393,000","14,353,000","10,420,000","9,680,000","6,954,000","5,946,000","6,154,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"34,933,000","21,066,000","5,816,000","3,138,000","-25,993,000","-38,048,000","-36,323,000","-35,103,000","-31,451,000","-28,753,000","-25,990,000","-23,976,000","-15,652,000","-16,393,000","-14,353,000","-10,420,000","-9,680,000","-6,954,000","-5,946,000","-6,154,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,492,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"7,336,000","7,479,000","7,616,000","7,519,000","6,740,000","4,838,000","3,526,000","2,719,000","1,601,000","645,000","257,000","70,000","63,000","30,000","33,000","37,000","70,000","121,000","605,000","797,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"42,269,000","28,545,000","13,432,000","10,657,000","-19,253,000","-33,210,000","-32,797,000","-32,384,000","-29,850,000","-28,108,000","-25,733,000","-23,906,000","-15,589,000","-16,363,000","-15,812,000","-10,383,000","-9,610,000","-6,833,000","-5,341,000","-5,357,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,"100,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,"-12,500,000","-12,500,000","-12,500,000",-,-,-,"-12,500,000",-,-,-,"-25,000,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"29,769,000","16,045,000","932,000","10,657,000","80,747,000","-33,210,000","-45,297,000","-32,052,000","-29,850,000","-28,108,000","-49,965,000","-21,806,000","-15,589,000","-16,363,000","-15,812,000","-10,383,000","-9,610,000","-6,833,000","-5,341,000","-5,357,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"2,589,000","477,000",-,"1,965,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"27,180,000","15,568,000","932,000","8,692,000","80,747,000","-33,210,000","-45,297,000","-32,052,000","-29,850,000","-28,108,000","-49,965,000","-21,806,000","-15,589,000","-16,363,000","-15,812,000","-10,383,000","-9,610,000","-6,833,000","-5,341,000","-5,357,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"27,180,000","15,568,000","932,000","8,692,000","80,747,000","-33,210,000","-45,297,000","-32,052,000","-29,850,000","-28,108,000","-49,965,000","-21,806,000","-15,589,000","-16,363,000","-15,812,000","-10,383,000","-9,610,000","-6,833,000","-5,341,000","-5,357,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-66.339%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"28,716,000","28,598,000","28,295,000","28,168,776","28,042,000","26,657,000","25,712,000","25,680,520","25,619,125","25,545,167","25,114,453","23,106,416","22,212,266","22,204,659","21,253,508","19,716,159","19,676,016","18,383,941","17,359,356","17,341,347",Upgrade,Financials in USD,Fiscal year is January - December
