Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Operating Revenue,"4,964,000,000","6,671,000,000","18,435,000,000","17,675,000,000","803,000,000","60,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,"117,000,000","177,000,000","828,000,000","796,000,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"5,081,000,000","6,848,000,000","19,263,000,000","18,471,000,000","803,000,000","60,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-44.293%,-64.450%,4.288%,2200.249%,1238.333%,-55.578%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"6,481,000,000","9,538,000,000","8,711,000,000","4,608,000,000","1,378,000,000","496,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-1,400,000,000","-2,690,000,000","10,552,000,000","13,863,000,000","-575,000,000","-436,000,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,293,000,000","1,549,000,000","1,132,000,000","567,000,000","188,000,000","110,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,293,000,000","1,549,000,000","1,132,000,000","567,000,000","188,000,000","110,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,693,000,000","-4,239,000,000","9,420,000,000","13,296,000,000","-763,000,000","-546,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-24,000,000","-38,000,000","-29,000,000","-17,000,000","-10,000,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"437,000,000","421,000,000","200,000,000","18,000,000","25,000,000","39,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-4,000,000","-14,000,000","4,000,000","-12,000,000","4,000,000","-8,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,284,000,000","-3,870,000,000","9,595,000,000","13,285,000,000","-744,000,000","-515,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-69,000,000","-72,000,000","-20,000,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,353,000,000","-3,942,000,000","9,575,000,000","13,285,000,000","-744,000,000","-515,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-129,000,000","772,000,000","1,213,000,000","1,083,000,000","3,000,000","-1,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,224,000,000","-4,714,000,000","8,362,000,000","12,202,000,000","-747,000,000","-514,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,224,000,000","-4,714,000,000","8,362,000,000","12,202,000,000","-747,000,000","-514,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-31.470%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"382,750,000","382,000,000","394,000,000","403,000,000","381,000,000","331,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"382,750,000","382,000,000","416,000,000","431,000,000","381,000,000","331,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-0.196%,-8.173%,-3.480%,13.123%,15.106%,308.067%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-5.811,-12.340,21.223,30.278,-1.961,-1.553,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-5.815,-12.340,20.120,28.290,-1.961,-1.553,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-28.879%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-3,956,000,000","-3,825,000,000","4,581,000,000","13,336,000,000","1,959,000,000","-491,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-10.336,-10.013,11.012,30.942,5.142,-1.483,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-27.554%,-39.282%,54.778%,75.053%,-71.606%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-53.001%,-61.901%,48.902%,71.983%,-95.019%,-910.000%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-43.771%,-68.838%,43.410%,66.060%,-93.026%,-856.667%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-77.859%,-55.856%,23.781%,72.200%,243.960%,-818.333%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,362,000,000","-3,618,000,000","9,768,000,000","13,528,000,000","-732,000,000","-515,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-46.487%,-52.833%,50.709%,73.239%,-91.158%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"331,000,000","621,000,000","348,000,000","232,000,000","31,000,000","31,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,693,000,000","-4,239,000,000","9,420,000,000","13,296,000,000","-763,000,000","-546,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-53.001%,-61.901%,48.902%,71.983%,-95.019%,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,12.668%,8.152%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"5,081,000,000","6,848,000,000","19,263,000,000","18,471,000,000","803,000,000","60,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"204,000,000","121,000,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
