Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"160,427,000","156,314,000","98,024,000","295,481,000","88,079,000","145,369,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,-,-,-,"184,000","91,000","4,679,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"160,427,000","156,314,000","98,024,000","295,665,000","88,170,000","150,048,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),58.998%,59.465%,-66.846%,235.335%,-41.239%,307.916%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"189,104,000","237,680,000","197,259,000","182,078,000","144,966,000","168,339,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-28,677,000","-81,366,000","-99,235,000","113,587,000","-56,796,000","-18,291,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","72,124,000","78,739,000","81,007,000","76,359,000","59,218,000","46,041,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"72,124,000","78,739,000","81,007,000","76,359,000","59,218,000","46,041,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-100,801,000","-160,105,000","-180,242,000","37,228,000","-116,014,000","-64,332,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-141,120,000","-97,925,000","-61,863,000","-65,719,000","-61,078,000","-41,451,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-100,000","-100,000","-400,000","1,000,000","-3,100,000","100,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,952,000","5,000","-9,000","651,000","1,242,000","-72,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-240,069,000","-258,125,000","-242,514,000","-26,840,000","-178,950,000","-105,755,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"132,000","132,000","16,300,000","3,400,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-6,111,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"5,890,000","556,000","1,669,000","-5,284,000","-3,941,000","-5,805,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-234,047,000","-257,437,000","-230,656,000","-28,724,000","-182,891,000","-111,560,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-234,047,000","-257,437,000","-230,656,000","-28,724,000","-182,891,000","-111,560,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"6,404,000","11,676,000","10,582,000","4,798,000","1,977,000","3,903,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-227,643,000","-245,761,000","-220,074,000","-23,926,000","-180,914,000","-107,657,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"214,000","213,000","212,000","211,000","209,000","208,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-227,857,000","-245,974,000","-220,286,000","-24,137,000","-181,123,000","-107,865,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"20,547,200","17,894,450","14,087,150","11,445,950","8,625,200","6,749,100",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"20,547,200","17,894,450","14,087,150","11,445,950","8,625,200","6,749,100",Upgrade,Financials in USD,Fiscal year is January - December
