Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,-,-,-,-,-,-,"125,000","125,000","125,000","125,000","125,000","125,000","125,000","125,000","125,000","125,000","125,000","125,000","125,000",Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"3,293,209","2,819,645",-,"-7,734,897","1,980,693","3,134,399",-,"-8,730,395","2,408,680","3,226,295","3,095,420","2,986,236","2,468,066","2,593,412","2,571,573","2,810,213","2,491,696","2,990,861","3,052,049","3,065,337",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-3,293,209","-2,819,645",-,"7,734,897","-1,980,693","-3,134,399",-,"8,855,395","-2,283,680","-3,101,295","-2,970,420","-2,861,236","-2,343,066","-2,468,412","-2,446,573","-2,685,213","-2,366,696","-2,865,861","-2,927,049","-2,940,337",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,668,258","2,193,706","1,717,585","2,414,833","1,923,375","2,339,886","3,064,645","4,048,480","3,890,886","2,876,976","2,871,557","2,629,632","2,718,510","2,602,990","2,936,771","2,108,647","1,792,904","1,901,136","1,838,906","1,807,329",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,"3,293,861","11,287,691",-,-,"2,619,805","11,733,666",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,668,258","2,193,706","5,011,446","13,702,524","1,923,375","2,339,886","5,684,450","15,782,146","3,890,886","2,876,976","2,871,557","2,629,632","2,718,510","2,602,990","2,936,771","2,108,647","1,792,904","1,901,136","1,838,906","1,807,329",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-4,961,467","-5,013,351","-5,011,446","-5,967,627","-3,904,068","-5,474,285","-5,684,450","-6,926,751","-6,174,566","-5,978,271","-5,841,977","-5,490,868","-5,061,576","-5,071,402","-5,383,344","-4,793,860","-4,159,600","-4,766,997","-4,765,955","-4,747,666",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,"-37,095","-159,985","-150,312","-127,025","-105,024","-4,646,257","-95,520","-95,520","-221,227","-157,614","-161,639","-450,732","-340,602","-339,365","-343,603",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"115,992","225,334","81,921","195,428","427,454","281,673","253,070","247,596","153,301","40,355","12,104","5,382","3,552",-,"2,411",524,"10,114","20,960","88,309","68,050",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"-396,319",-,-,-,-,-,3,"1,798","3,355",-,"-2,000",544,-,"-1,400",-,"1,407","2,852",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-4,845,475","-4,788,017","-4,929,525","-6,168,518","-3,476,614","-5,229,707","-5,591,365","-6,829,467","-6,148,290","-6,042,937","-10,474,332","-5,577,651","-5,153,544","-5,294,629","-5,538,003","-4,954,975","-4,601,618","-5,086,639","-5,015,604","-5,020,367",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,"-1,976,101",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-349,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"-329,158",-,"5,396,000",-,-,-,"1,949,000","-257,000","-153,419","-151,000","97,000","-1,099,721","-256,296","-41,274","101,134",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,845,475","-4,788,017","-4,929,525","-6,168,518","-3,476,614","-5,558,865","-5,591,365","-14,799,701","-6,148,290","-6,042,937","-10,474,332","-5,604,752","-5,410,544","-5,448,397","-5,689,003","-4,857,975","-8,071,596","-5,342,935","-5,056,878","-4,919,233",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"-1,280,385",-,-,-,"-1,567,026",-,-,-,"-1,383,446",-,-,-,"-1,845,823",-,-,-,"-1,816,474",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,845,475","-4,788,017","-4,929,525","-4,888,133","-3,476,614","-5,558,865","-5,591,365","-13,232,675","-6,148,290","-6,042,937","-10,474,332","-4,221,306","-5,410,544","-5,448,397","-5,689,003","-3,012,152","-8,071,596","-5,342,935","-5,056,878","-3,102,759",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,845,475","-4,788,017","-4,929,525","-4,888,133","-3,476,614","-5,558,865","-5,591,365","-13,232,675","-6,148,290","-6,042,937","-10,474,332","-4,221,306","-5,410,544","-5,448,397","-5,689,003","-3,012,152","-8,071,596","-5,342,935","-5,056,878","-3,102,759",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"14,445,240","9,400,889","9,399,831","9,402,938","9,376,872","9,136,573","8,281,483","8,706,105","7,098,741","6,981,970","5,770,467","5,774,290","5,770,516","5,728,250","1,720,290","2,536,044","2,274,151","1,992,490","1,720,291","1,717,157",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"14,445,240","9,400,889","9,399,831","9,402,938","9,376,872","9,136,573","8,281,483","8,706,105","7,098,741","6,981,970","5,770,467","5,774,290","5,770,516","5,728,250","1,720,290","2,536,044","2,274,151","1,992,490","1,720,291","1,717,157",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),54.052%,2.893%,13.504%,8.004%,32.092%,30.860%,43.515%,50.774%,23.017%,21.887%,235.436%,127.689%,153.744%,187.492%,-0.000%,47.689%,57.469%,45.044%,35.067%,43.193%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.335,-0.509,-0.524,-0.520,-0.371,-0.608,-0.675,-1.520,-0.866,-0.866,-1.815,-0.731,-0.938,-0.951,-3.307,-1.188,-3.549,-2.682,-2.940,-1.807,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.335,-0.509,-0.524,-0.520,-0.371,-0.608,-0.675,-1.520,-0.866,-0.866,-1.815,-0.731,-0.938,-0.951,-3.307,-1.188,-3.549,-2.682,-2.940,-1.807,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-4,058,348","-4,504,633","-5,885,639","-3,772,265","-4,713,478","-6,948,428","-4,039,736","-5,052,467","-4,697,100","-5,582,718","-8,032,410","-5,113,734","-3,845,085","-2,712,938","-4,863,459","-3,736,794","-3,965,861","-2,951,811","-4,983,302","-5,629,333",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.281,-0.479,-0.626,-0.401,-0.503,-0.761,-0.488,-0.580,-0.662,-0.800,-1.392,-0.886,-0.666,-0.474,-2.827,-1.473,-1.744,-1.481,-2.897,-3.278,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,7084.316%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-,-,-5541.401%,-4939.653%,-4782.617%,-4673.582%,-4392.694%,-4049.261%,-4057.122%,-4306.675%,-3835.088%,-3327.680%,-3813.598%,-3812.764%,-3798.133%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-,-,-10586.140%,-4918.632%,-4834.350%,-8379.466%,-3377.045%,-4328.435%,-4358.718%,-4551.202%,-2409.722%,-6457.277%,-4274.348%,-4045.502%,-2482.207%,Upgrade,Financials in USD,Fiscal year is January - December
