Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Operating Revenue,"24,197,000","22,295,000","15,622,000","22,213,000","28,914,000","19,977,000","19,138,000","31,345,000","26,512,000","32,649,000","22,218,000","398,655,000","30,773,000","22,035,000","18,884,000","21,445,000","98,912,000","16,566,000","17,644,000","11,768,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"24,197,000","22,295,000","15,622,000","22,213,000","28,914,000","19,977,000","19,138,000","31,345,000","26,512,000","32,649,000","22,218,000","398,655,000","30,773,000","22,035,000","18,884,000","21,445,000","98,912,000","16,566,000","17,644,000","11,768,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-16.314%,11.603%,-18.372%,-29.134%,9.060%,-38.813%,-13.863%,-92.137%,-13.847%,48.169%,17.655%,1758.965%,-68.889%,33.013%,7.028%,82.231%,572.871%,110.202%,1895.928%,-71.141%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"66,816,000","15,278,000","59,127,000","63,919,000","70,571,000","14,945,000","62,628,000","75,288,000","76,407,000","83,159,000","62,144,000","71,036,000","61,960,000","55,701,000","44,573,000","57,437,000","61,332,000","42,795,000","40,444,000","37,598,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-42,619,000","7,017,000","-43,505,000","-41,706,000","-41,657,000","5,032,000","-43,490,000","-43,943,000","-49,895,000","-50,510,000","-39,926,000","327,619,000","-31,187,000","-33,666,000","-25,689,000","-35,992,000","37,580,000","-26,229,000","-22,800,000","-25,830,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","19,422,000","18,855,000","18,291,000","18,379,000","23,083,000","23,698,000","22,634,000","21,210,000","20,921,000","20,832,000","22,318,000","22,040,000","21,030,000","18,425,000","17,838,000","17,571,000","15,859,000","15,554,000","14,833,000","14,450,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,"44,170,000",-,-,-,"54,416,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"37,000","29,000","-34,000","118,000","220,000","26,000","33,000","-14,882,000","229,000","391,000","83,000","333,000",-,"135,000","515,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"19,459,000","63,054,000","18,257,000","18,497,000","23,303,000","78,140,000","22,667,000","6,328,000","21,150,000","21,223,000","22,401,000","14,023,000","26,161,000","18,560,000","18,353,000","17,659,000","23,629,000","15,604,000","14,900,000","14,494,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-62,078,000","-56,037,000","-61,762,000","-60,203,000","-64,960,000","-73,108,000","-66,157,000","-50,271,000","-71,045,000","-71,733,000","-62,327,000","313,596,000","-57,348,000","-52,226,000","-44,042,000","-53,651,000","13,951,000","-41,833,000","-37,700,000","-40,324,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-820,000","-449,000","-1,973,000","-1,363,000","-1,624,000","-1,120,000","-2,755,000","-4,310,000","-5,954,000","-6,860,000","-6,130,000","-6,500,000","-6,709,000","-6,366,000","-6,702,000","-771,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
