Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,-,-,-,"65,297,000","1,457,000","5,894,000","32,735,000","8,730,000","11,414,000","9,694,000","11,832,000","7,757,000","7,454,000","8,109,000","12,595,000","6,638,000","24,347,000","1,244,000","1,008,000",Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),-,-,-,-,647.961%,-87.235%,-39.200%,176.665%,12.544%,53.126%,19.546%,-6.058%,16.857%,-69.384%,551.849%,1149.504%,473.725%,2054.602%,-0.400%,-50.781%,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,"1,863,000","3,776,000","5,026,000","3,642,000","3,457,000","2,070,000","13,730,000","14,312,000","18,814,000",-,-,-,-,-,"405,000","494,000","509,000","482,000","860,000","641,000",Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"-1,863,000","-3,776,000","-5,026,000","-3,642,000","61,840,000","-613,000","-7,836,000","18,423,000","-10,084,000","11,414,000","9,694,000","11,832,000","7,757,000","7,454,000","7,704,000","12,101,000","6,129,000","23,865,000","384,000","367,000",Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","3,389,000","3,991,000","4,609,000","7,850,000","6,531,000","9,767,000","6,981,000","8,096,000","7,486,000","5,771,000","8,934,000","7,926,000","7,909,000","6,634,000","6,215,000","5,650,000","5,915,000","4,528,000","3,864,000","4,195,000",Upgrade,Financials in USD,Fiscal year is July - June
Research & Development,-,"95,000","194,000","129,000",-,"-500,000","374,000","201,000","649,000","21,839,000","22,318,000","21,531,000","19,953,000","16,294,000","17,884,000","22,224,000","12,996,000","7,859,000","8,963,000","8,281,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"3,389,000","4,086,000","4,803,000","7,979,000","6,531,000","9,267,000","7,355,000","8,297,000","8,135,000","27,610,000","31,252,000","29,457,000","27,862,000","22,928,000","24,099,000","27,874,000","18,911,000","12,387,000","12,827,000","12,476,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-5,252,000","-7,862,000","-9,829,000","-11,621,000","55,309,000","-9,880,000","-15,191,000","10,126,000","-18,219,000","-16,196,000","-21,558,000","-17,625,000","-20,105,000","-15,474,000","-16,395,000","-15,773,000","-12,782,000","11,478,000","-12,443,000","-12,109,000",Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,"355,000","608,000","706,000","869,000","1,094,000","1,063,000","957,000","845,000","480,000","206,000","60,000","11,000","8,000","13,000","58,000","164,000","275,000","321,000","382,000","318,000",Upgrade,Financials in USD,Fiscal year is July - June
