Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"922,365","759,944","3,513,948","4,848,034","723,126","657,778","765,900","79,917","58,861","50,981","212,418","613,100","501,567","459,494","538,645","603,192","849,732","593,165","901,880","1,999,116",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),27.552%,15.532%,358.800%,5966.336%,1128.532%,1190.241%,260.563%,-86.965%,-88.265%,-88.905%,-60.564%,1.643%,-40.974%,-22.535%,-40.275%,-69.827%,13096.645%,73.193%,28.645%,-2.868%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"5,149,031","4,444,558","4,826,557","4,716,149","5,700,382","5,537,764","6,902,495","6,970,769","5,379,780","4,726,517","3,933,347","4,451,194","4,381,542","4,216,294","3,406,248","4,192,929","3,172,663","2,790,797","2,782,506","3,287,860",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-4,226,666","-3,684,614","-1,312,609","131,885","-4,977,256","-4,879,986","-6,136,595","-6,890,852","-5,320,919","-4,675,536","-3,720,929","-3,838,094","-3,879,975","-3,756,800","-2,867,603","-3,589,737","-2,322,931","-2,197,632","-1,880,626","-1,288,744",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","5,628,158","5,013,671","5,009,231","6,567,146","6,082,539","7,046,843","6,473,694","6,831,072","4,838,169","4,890,544","3,776,623","5,817,226","3,390,093","2,853,265","4,767,645","3,283,021","6,579,193","1,801,674","3,270,548","2,229,819",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"5,628,158","5,013,671","5,009,231","6,567,146","6,082,539","7,046,843","6,473,694","6,831,072","4,838,169","5,240,544","3,776,623","5,817,226","3,390,093","2,853,265","4,767,645","3,283,021","6,579,193","1,801,674","3,270,548","2,229,819",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-9,854,824","-8,698,285","-6,321,840","-6,435,261","-11,059,795","-11,926,829","-12,610,289","-13,721,924","-10,159,088","-9,916,080","-7,497,552","-9,655,320","-7,270,068","-6,610,065","-7,635,248","-6,872,758","-8,902,124","-3,999,306","-5,151,174","-3,518,563",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-233,656","-240,207","-249,719","-319,649","-235,566","-155,782","-134,443","-182,509",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,713","1,146","16,918",-,"106,087","108,674","195,993","787,247","70,000","42,697","115,568","248,009","195,344","176,798","195,165","317,314","140,614","56,080","52,710","58,764",Upgrade,Financials in USD,Fiscal year is January - December
