Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"434,415,000","249,380,000","204,036,000","180,080,000","793,735,000","66,512,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),100.928%,22.224%,13.303%,-77.312%,1093.371%,49.395%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"12,931,000","12,796,000","26,761,000","25,735,000","425,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"421,484,000","236,584,000","177,275,000","154,345,000","793,310,000","66,512,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","342,137,000","295,141,000","237,374,000","195,293,000","157,743,000","96,388,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"355,297,000","427,720,000","477,419,000","601,033,000","326,860,000","331,450,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"697,434,000","722,861,000","714,793,000","796,326,000","484,603,000","427,838,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-275,950,000","-486,277,000","-537,518,000","-641,981,000","308,707,000","-361,326,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-50,295,000","-36,259,000","-17,749,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"7,284,000",-,-,"3,747,000","7,065,000","8,783,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,-,"-100,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"385,000","-946,000","2,004,000","-1,489,000","-366,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-318,576,000","-523,482,000","-553,263,000","-639,723,000","315,406,000","-352,643,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"17,466,000","17,466,000","982,000","-1,361,000","-466,000","4,949,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-127,434,000","-506,016,000","-552,281,000","-641,084,000","314,940,000","-347,694,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"615,000","968,000","5,236,000","3,001,000","1,058,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-128,049,000","-506,984,000","-557,517,000","-644,085,000","313,882,000","-347,694,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-128,049,000","-506,984,000","-557,517,000","-644,085,000","313,882,000","-347,694,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"62,180,250","60,558,000","59,642,000","58,518,000","54,534,000","47,829,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"62,180,250","60,558,000","59,642,000","58,518,000","56,168,000","47,829,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),3.113%,1.536%,1.921%,4.184%,17.435%,9.032%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.059,-8.372,-9.348,-11.007,5.756,-7.270,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.059,-8.372,-9.350,-11.010,5.590,-7.270,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-250,521,000","-452,909,000","-511,196,000","-301,742,000","383,876,000","-292,028,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-4.029,-7.479,-8.571,-5.156,6.834,-6.106,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,97.023%,94.869%,86.884%,85.709%,99.946%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-63.522%,-194.994%,-263.443%,-356.498%,38.893%,-543.249%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-29.476%,-203.298%,-273.244%,-357.666%,39.545%,-522.754%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-57.669%,-181.614%,-250.542%,-167.560%,48.363%,-439.061%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-262,129,000","-474,612,000","-525,783,000","-635,502,000","315,266,000","-356,067,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-60.341%,-190.317%,-257.691%,-,39.719%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"13,821,000","11,665,000","11,735,000","6,479,000","6,559,000","5,259,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-275,950,000","-486,277,000","-537,518,000","-641,981,000","308,707,000","-361,326,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-63.522%,-194.994%,-263.443%,-,38.893%,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,0.336%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"434,415,000","249,380,000","204,036,000","180,080,000","793,735,000","66,512,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"16,900,000","18,100,000","13,500,000","9,400,000","3,300,000",Upgrade,Financials in USD,Fiscal year is January - December
