Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"159,301,000","145,276,000","144,923,000","149,745,000","136,709,000","135,546,000","144,767,000","129,620,000","127,013,000","123,549,000","83,751,000","27,362,000","78,843,000","82,942,000","87,721,000","76,271,000","79,176,000","78,058,000","76,511,000","74,203,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),16.526%,7.178%,0.108%,15.526%,7.634%,9.710%,72.854%,373.723%,61.096%,48.958%,-4.526%,-64.125%,-0.421%,6.257%,14.651%,2.787%,8.547%,4.022%,2.677%,1.057%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"20,405,000","19,955,000","18,950,000","20,601,000","19,883,000","19,509,000","19,729,000","21,728,000","20,103,000","21,046,000","15,729,000","11,900,000","15,934,000","15,908,000","15,328,000","15,184,000","14,188,000","12,899,000","27,229,000","45,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"138,896,000","125,321,000","125,973,000","129,144,000","116,826,000","116,037,000","125,038,000","107,892,000","106,910,000","102,503,000","68,022,000","15,462,000","62,909,000","67,034,000","72,393,000","61,087,000","64,988,000","65,159,000","49,282,000","28,803,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","42,069,000","43,335,000","41,982,000","32,942,000","35,298,000","38,193,000","44,275,000","38,641,000","37,909,000","37,675,000","28,028,000","23,667,000","30,514,000","30,368,000","31,476,000","26,824,000","26,426,000","29,322,000","31,260,000","25,090,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,-,-,-,-,-,"3,983,000","1,609,000","1,450,000","3,462,000","2,930,000","2,472,000","2,141,000","2,493,000","2,666,000","2,398,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"82,870,000","77,850,000","76,499,000","67,456,000","71,615,000","75,656,000","81,741,000","76,134,000","75,461,000","75,176,000","50,934,000","42,071,000","48,760,000","50,625,000","51,201,000","46,091,000","45,362,000","48,610,000","44,221,000","31,176,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"56,026,000","47,471,000","49,474,000","61,688,000","45,211,000","40,381,000","43,297,000","31,758,000","31,449,000","27,327,000","17,088,000","-26,609,000","14,149,000","16,409,000","21,192,000","14,996,000","19,626,000","16,549,000","5,061,000","-2,373,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-18,394,000","-15,587,000","-17,339,000","-19,281,000","-20,768,000","-21,863,000","-21,427,000","-20,575,000","-19,046,000","-17,761,000","-5,831,000","-4,757,000","-5,115,000","-5,421,000","-5,721,000","-7,737,000","-8,063,000","-8,259,000","-4,823,000","-211,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,280,000","4,397,000","4,487,000","4,303,000","4,538,000","4,027,000","2,747,000","1,027,000","11,000","5,000","4,000","3,000","3,000","3,000","3,000","3,000","3,000","14,000","212,000","383,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"40,912,000","36,281,000","36,622,000","46,710,000","28,981,000","22,545,000","24,617,000","12,210,000","12,414,000","9,571,000","11,261,000","-31,363,000","9,037,000","10,991,000","15,474,000","7,262,000","11,566,000","8,304,000","450,000","-2,201,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-21,187,000",-,-,-,"-198,000","-4,748,000","-10,170,000","-15,215,000","-10,982,000","-16,217,000","-27,103,000","-4,578,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,"-4,786,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,-,"-8,500,000",-,-,-,-,"-2,935,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-4,145,000","-7,184,000",-,-,-,-,"-23,504,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"15,580,000","29,097,000","36,622,000","46,710,000","28,783,000","17,797,000","-17,557,000","-7,791,000","1,432,000","-6,646,000","-15,842,000","-38,876,000","9,037,000","10,991,000","15,474,000","7,262,000","11,566,000","8,304,000","450,000","-2,201,000",Upgrade,Financials in USD,Fiscal year is January - December
