Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","7,481,254","9,618,298","10,348,465","10,008,173","8,148,803","4,586,003",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"17,881,764","35,639,656","33,269,337","20,395,136","11,997,272","3,184,082",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"25,363,018","45,257,954","43,617,802","30,403,309","20,146,075","7,770,085",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-25,363,018","-45,257,954","-43,617,802","-30,403,309","-20,146,075","-7,770,085",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-431,794","-9,465","-10,164","-8,859","-31,229","-554,998",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-2,567,044",-,-,-,"-6,050","398,715",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-28,361,856","-45,267,419","-43,627,966","-30,412,168","-20,183,354","-7,926,368",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,"-1,870,924",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"5,468,988","-877,645","414,992","-2,310,000","-140,000","-19,652",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-26,082,868","-49,335,064","-45,083,898","-32,722,168","-20,323,354","-7,946,020",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-3,378,274","-409,022","-2,883,849",-,"30,584","-908,682",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-22,704,594","-48,926,042","-42,200,049","-32,722,168","-20,353,938","-7,037,338",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,"3,137,500",-,"5,287","5,442,947",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-22,704,594","-48,926,042","-45,337,549","-32,722,168","-20,359,225","-12,480,285",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"5,504,538","3,970,810","3,811,472","3,514,577","483,892","102,162",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"5,504,538","3,970,810","3,811,472","3,514,577","483,892","102,162",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),44.022%,4.180%,8.448%,626.314%,373.652%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.125,-12.321,-11.895,-9.310,-42.074,-122.162,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.125,-12.321,-11.895,-9.310,-42.074,-122.162,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-26,065,551","-40,903,182","-34,977,507","-31,354,886","-16,253,185","-7,616,528",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-4.735,-10.301,-9.177,-8.921,-33.588,-74.553,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-25,319,995","-45,190,823","-43,540,341","-30,317,236","-20,111,560","-7,743,348",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"43,023","67,131","77,461","86,073","34,515","26,737",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-25,363,018","-45,257,954","-43,617,802","-30,403,309","-20,146,075","-7,770,085",Upgrade,Financials in USD,Fiscal year is January - December
