Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,-,-,-,-,-,"21,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-84.783%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"3,665,000","6,332,000","7,012,000","8,886,000","3,716,000","4,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-3,665,000","-6,332,000","-7,012,000","-8,886,000","-3,716,000","-4,279,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,743,000","4,288,000","4,450,000","4,625,000","5,077,000","4,708,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,743,000","4,288,000","4,450,000","4,625,000","5,077,000","4,708,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-7,408,000","-10,620,000","-11,462,000","-13,511,000","-8,793,000","-8,987,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,"-1,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"193,000","-2,000","-18,000","-9,000",-,"79,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-7,215,000","-10,622,000","-11,480,000","-13,520,000","-8,794,000","-8,908,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-126,000","-126,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-78,000","-78,000",-,"233,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-7,419,000","-10,826,000","-11,480,000","-13,287,000","-8,794,000","-8,908,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-7,419,000","-10,826,000","-11,480,000","-13,287,000","-8,794,000","-8,908,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-7,419,000","-10,826,000","-11,480,000","-13,287,000","-8,794,000","-8,908,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"586,744","231,508","126,285","118,804","42,475",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"586,744","231,508","126,285","118,804","42,475",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),226.768%,83.322%,6.297%,179.703%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-12.644,-46.763,-90.905,-111.840,-207.039,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-12.644,-46.763,-90.905,-111.870,-207.039,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-8,111,000","-10,754,000","-12,250,000","-11,909,000","-8,821,000","-8,717,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-13.824,-46.452,-97.003,-100.241,-207.675,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-42795.238%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-42419.048%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-41509.524%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-7,396,000","-10,564,000","-11,391,000","-13,436,000","-8,721,000","-8,920,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"12,000","56,000","71,000","75,000","72,000","67,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-7,408,000","-10,620,000","-11,462,000","-13,511,000","-8,793,000","-8,987,000",Upgrade,Financials in USD,Fiscal year is January - December
