Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,-,"431,378","1,295,889","1,541,778","911,509","535,166",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-66.712%,-15.948%,69.146%,70.323%,39.566%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"-5,251","420,812","1,215,824","1,459,924","1,015,023","794,545",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"5,251","10,566","80,065","81,854","-103,514","-259,379",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,159,564","4,468,798","8,108,545","8,027,136","7,707,713","10,779,130",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"4,024,886","5,198,329","9,219,595","10,869,642","11,386,923","6,939,051",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"874,711","1,067,690","261,038","392,119","496,749","220,891",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"7,059,161","10,734,817","17,589,178","19,288,897","19,591,385","17,939,072",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-7,053,910","-10,724,251","-17,509,113","-19,207,043","-19,694,899","-18,198,451",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-96,129","-121,145",-,"-93,601","-243,628","-3,699,672",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,"146,588",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"405,349","159,799","383,506","151,265","396,811","-570,255",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-6,744,690","-10,685,597","-16,979,019","-19,149,379","-19,541,716","-22,468,378",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"6,353,888","6,344,622","5,453,917","-8,035,884","25,042,525","1,152,950",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-4,271",-,-,"70,970","-50,197",-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,"-530,445",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"1,198,490",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-395,073","-4,340,975","-11,525,102","-27,114,293","4,920,167","-20,116,938",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-395,073","-4,340,975","-11,525,102","-27,114,293","4,920,167","-20,116,938",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"413,734","1,516,328","1,725,542","2,065,904","2,146,687","1,430,176",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"18,661","-2,824,647","-9,799,560","-25,048,389","7,066,854","-18,686,762",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,"755,514",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"18,661","-2,824,647","-9,799,560","-25,048,389","6,311,340","-18,686,762",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"5,266,127","4,521,133","3,569,484","3,503,396","3,113,588","2,900,845",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"5,266,127","4,521,133","3,569,484","3,503,396","3,153,447","2,900,845",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),41.938%,26.661%,1.886%,11.097%,8.708%,3.936%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.004,-0.625,-2.745,-7.150,2.027,-6.442,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.004,-0.625,-2.750,-7.150,2.000,-6.442,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,812,203","-7,727,379","-12,505,881","-14,783,383","-16,093,227","-14,219,695",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.534,-1.709,-3.504,-4.220,-5.103,-4.902,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,2.449%,6.178%,5.309%,-11.356%,-48.467%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-2486.045%,-1351.128%,-1245.772%,-2160.692%,-3400.525%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-654.796%,-756.204%,-1624.643%,692.406%,-3491.769%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-1791.324%,-965.043%,-958.853%,-1765.559%,-2657.062%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-6,344,258","-9,598,997","-16,301,603","-18,014,465","-18,430,715","-16,933,233",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"709,652","1,125,254","1,207,510","1,192,578","1,264,184","1,265,218",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-7,053,910","-10,724,251","-17,509,113","-19,207,043","-19,694,899","-18,198,451",Upgrade,Financials in USD,Fiscal year is January - December
