Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2015,,
"Selling, General & Admin","8,881,000","10,017,000","11,542,000","8,386,000","6,785,000","6,312,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"19,906,000","19,487,000","18,968,000","14,418,000","12,757,000","11,013,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"28,917,000","29,631,000","30,640,000","22,968,000","19,742,000","17,524,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-28,917,000","-29,631,000","-30,640,000","-22,968,000","-19,742,000","-17,524,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"765,000","1,368,000","240,000","306,000","13,000","13,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,998,000","-1,506,000","1,375,000","6,768,000","2,374,000","4,077,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-30,150,000","-29,769,000","-29,025,000","-15,894,000","-17,355,000","-13,434,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-30,150,000","-29,769,000","-29,025,000","-15,894,000","-17,355,000","-13,434,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,"-229,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-30,150,000","-29,769,000","-29,025,000","-15,894,000","-17,355,000","-13,205,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-30,150,000","-29,769,000","-29,025,000","-15,894,000","-17,355,000","-13,205,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,687,746","1,975,610","1,906,960","1,791,729","656,379","452,460",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,687,746","1,975,610","1,906,960","1,791,729","656,379","452,460",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),37.965%,3.600%,6.431%,172.972%,45.069%,57.200%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-11.218,-15.068,-15.221,-8.871,-26.441,-29.185,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-11.218,-15.068,-15.221,-8.871,-26.441,-29.185,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-24,280,000","-24,225,000","-27,706,000","-18,970,000","-18,147,000","-17,250,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-9.034,-12.262,-14.529,-10.588,-27.647,-38.125,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-28,787,000","-29,504,000","-30,510,000","-22,804,000","-19,542,000","-17,325,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"130,000","127,000","130,000","164,000","200,000","199,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-28,917,000","-29,631,000","-30,640,000","-22,968,000","-19,742,000","-17,524,000",Upgrade,Financials in USD,Fiscal year is January - December
