Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Jan '20 Jan 1, 2020",2019 - 2015,,
Revenue,"285,745,000","245,316,000","205,622,000","198,871,000","212,174,000","189,389,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),30.644%,19.304%,3.395%,-6.270%,12.031%,40.153%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"30,304,000","25,212,000","17,562,000","21,142,000","23,539,000","23,928,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"255,441,000","220,104,000","188,060,000","177,729,000","188,635,000","165,461,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","195,140,000","175,263,000","127,443,000","90,972,000","75,689,000","65,916,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"72,213,000","68,661,000","52,531,000","65,377,000","38,519,000","32,606,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"-2,393,000","-2,070,000","-2,281,000","-2,620,000","-1,829,000","-487,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"264,960,000","241,854,000","177,693,000","153,729,000","112,379,000","98,035,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-9,519,000","-21,750,000","10,367,000","24,000,000","76,256,000","67,426,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-8,831,000","-5,964,000","-5,358,000","-6,091,000","-5,944,000","-13,353,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"5,373,000","3,663,000","85,000","53,000","715,000","1,133,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-611,000","-289,000","-1,083,000","694,000","362,000","257,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-2,971,000","-2,971,000","4,400,000","14,841,000","-19,233,000","-515,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"5,025,000","-134,000","-105,000","-94,000","-74,000","-234,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-11,534,000","-27,445,000","8,306,000","33,403,000","52,082,000","54,714,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-930,000","-930,000","11,057,000","114,000","69,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"179,000","21,279,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-4,916,000","-4,916,000","-4,376,000","-10,439,000",-,"820,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"-8,057,000","-3,230,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-17,201,000","-12,012,000","14,987,000","23,078,000","44,094,000","52,304,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"622,000","-1,464,000","1,313,000","7,082,000","6,348,000","11,747,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-17,823,000","-10,548,000","13,674,000","15,996,000","37,746,000","40,557,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-17,823,000","-10,548,000","13,674,000","15,996,000","37,746,000","40,557,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-14.516%,-57.622%,-6.931%,62.273%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"651,906,885","657,020,521","648,676,119","642,007,692","636,268,929","626,315,013",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"651,906,885","657,020,521","707,141,263","701,151,525","682,737,280","673,519,995",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-1.413%,-7.088%,0.854%,2.697%,1.369%,3.059%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.027,-0.016,0.021,0.025,0.059,0.065,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.027,-0.016,0.019,0.023,0.055,0.061,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-17.388%,-58.183%,-9.838%,60.526%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-513,000","-18,739,000","21,082,000","27,103,000","78,969,000","71,502,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.001,-0.029,0.030,0.039,0.116,0.106,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,89.395%,89.723%,91.459%,89.369%,88.906%,87.366%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-3.331%,-8.866%,5.042%,12.068%,35.940%,35.602%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-6.237%,-4.300%,6.650%,8.043%,17.790%,21.415%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-0.180%,-7.639%,10.253%,13.628%,37.219%,37.754%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-3,057,000","-15,289,000","15,893,000","30,391,000","82,543,000","72,419,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-1.070%,-6.232%,7.729%,15.282%,38.903%,38.238%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"6,462,000","6,461,000","5,526,000","6,391,000","6,287,000","4,993,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-9,519,000","-21,750,000","10,367,000","24,000,000","76,256,000","67,426,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-3.331%,-8.866%,5.042%,12.068%,35.940%,35.602%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,8.761%,30.687%,14.397%,22.459%,Upgrade,Financials in USD,Fiscal year is January - December
