Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"75,096,000","48,727,000","25,098,000","115,529,000","24,285,000","22,238,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),43.623%,94.147%,-78.276%,375.722%,9.205%,104.337%,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"75,096,000","48,727,000","25,098,000","115,529,000","24,285,000","22,238,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","36,559,000","41,458,000","43,337,000","43,229,000","39,406,000","30,056,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"54,743,000","51,005,000","44,069,000","111,676,000","94,707,000","79,386,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"91,302,000","92,463,000","87,406,000","154,905,000","134,113,000","109,442,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-16,206,000","-43,736,000","-62,308,000","-39,376,000","-109,828,000","-87,204,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,969,000","-2,230,000","-1,111,000","-132,000",-,"-182,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"7,096,000","7,686,000","3,473,000","208,000","822,000","4,267,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-983,000","-4,931,000","-1,579,000","184,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"21,798,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"9,736,000","-43,211,000","-61,525,000","-39,116,000","-109,006,000","-83,119,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"2,520,000","1,145,000","-510,000","2,555,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-778,000","-461,000","-30,000","5,959,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-10,844,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"-9,758,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"11,478,000","-42,527,000","-72,909,000","-30,602,000","-109,006,000","-92,877,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"11,478,000","-42,527,000","-72,909,000","-30,602,000","-109,006,000","-92,877,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"-2,855,000","-18,792,000","-38,728,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"8,623,000","-61,319,000","-111,637,000","-30,602,000","-109,006,000","-92,877,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"8,623,000","-61,319,000","-111,637,000","-30,602,000","-109,006,000","-92,877,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"5,834,112","3,841,405","2,929,873","1,956,268","1,734,390","1,399,704",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"5,946,245","3,841,405","2,929,873","1,956,268","1,734,390","1,399,704",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),57.935%,31.112%,49.768%,12.793%,23.911%,166.179%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),1.478,-15.963,-38.103,-15.643,-62.850,-66.355,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),1.452,-15.963,-38.103,-15.643,-62.850,-66.355,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-48,312,000","-86,071,000","-49,072,000","-15,906,000","-92,417,000","-95,681,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-8.125,-22.406,-16.749,-8.131,-53.285,-68.358,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-21.580%,-89.757%,-248.259%,-34.083%,-452.246%,-392.140%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,11.483%,-125.842%,-444.804%,-26.489%,-448.861%,-417.650%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-64.334%,-176.639%,-195.522%,-13.768%,-380.552%,-430.259%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-11,977,000","-36,919,000","-54,510,000","-30,395,000","-101,051,000","-81,887,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-15.949%,-75.767%,-217.189%,-26.309%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"4,229,000","6,817,000","7,798,000","8,981,000","8,777,000","5,317,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-16,206,000","-43,736,000","-62,308,000","-39,376,000","-109,828,000","-87,204,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-21.580%,-89.757%,-248.259%,-34.083%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
