Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Aug '21 Aug 31, 2021","Dec '20 Dec 31, 2020",2019 - 2015,,
Revenue,-,"1,340,000","2,703,000","2,712,000","2,703,000","2,712,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-50.425%,-0.332%,0.333%,-0.332%,0.074%,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,"1,340,000","2,703,000","2,712,000","2,703,000","2,712,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","6,434,000","8,138,000","15,662,000","12,579,000","5,937,000","4,728,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"6,629,000","8,971,000","27,639,000","27,111,000","20,989,000","20,667,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"13,063,000","17,109,000","43,301,000","39,690,000","26,926,000","25,395,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-13,063,000","-15,769,000","-40,598,000","-36,978,000","-24,223,000","-22,683,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,064,000","-2,037,000",-,-,-,"-69,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"7,418,000","8,026,000","3,573,000","471,000","347,000","780,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-124,000","-124,000","176,000","-33,000","-2,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,400,000","-1,400,000","-9,000","-9,000","-6,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-9,233,000","-11,304,000","-36,858,000","-36,549,000","-23,884,000","-21,972,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"16,392,000","16,392,000","-806,000","-216,000","895,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"7,159,000","5,088,000","-37,664,000","-36,765,000","-22,989,000","-21,972,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"2,767,000",-,"100,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"4,392,000","5,088,000","-37,764,000","-36,765,000","-22,989,000","-21,972,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"73,000","437,000","1,203,000","1,761,000","751,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"4,465,000","5,525,000","-36,561,000","-35,004,000","-22,238,000","-21,972,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"4,465,000","5,525,000","-36,561,000","-35,004,000","-22,238,000","-21,972,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"40,791,764","40,315,068","38,997,649","37,113,137","28,469,068","24,394,010",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"41,043,597","40,566,901","38,997,649","37,113,137","28,469,068","24,394,010",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.506%,4.024%,5.078%,30.363%,16.705%,18.808%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.109,0.137,-0.938,-0.943,-0.781,-0.901,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.109,0.137,-0.940,-0.943,-0.781,-0.901,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-7,929,000","-10,549,000","-28,414,000","-33,393,000","-21,556,000","-25,749,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.193,-0.260,-0.729,-0.900,-0.757,-1.056,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-1176.791%,-1501.961%,-1363.496%,-896.152%,-836.394%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,412.313%,-1352.608%,-1290.708%,-822.716%,-810.177%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-787.239%,-1051.202%,-1231.305%,-797.484%,-949.447%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-12,848,000","-15,573,000","-40,540,000","-36,924,000","-24,146,000","-22,662,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"215,000","196,000","58,000","54,000","77,000","21,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-13,063,000","-15,769,000","-40,598,000","-36,978,000","-24,223,000","-22,683,000",Upgrade,Financials in USD,Fiscal year is January - December
