Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,-,-,-,"1,500,000","1,500,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,-,"1,500,000","1,500,000",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","12,968,000","13,807,000","11,798,000","10,766,000","9,616,000","9,085,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"55,807,000","72,133,000","42,914,000","30,934,000","20,192,000","24,234,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"68,775,000","85,940,000","54,712,000","41,700,000","29,808,000","33,319,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-68,775,000","-85,940,000","-54,712,000","-40,200,000","-28,308,000","-33,319,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,"-54,000","-41,000","-39,000","-23,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,472,000","4,027,000","925,000","9,000","93,000","313,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"922,000","-13,000","-608,000","-379,000","738,000","126,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"500,000","512,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-64,115,000","-81,414,000","-54,449,000","-40,611,000","-27,516,000","-32,903,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"708,000",-,"147,000","-24,000","-2,000","-3,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-64,823,000","-81,414,000","-54,596,000","-40,587,000","-27,514,000","-32,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,"10,074,000","359,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-64,823,000","-81,414,000","-54,596,000","-40,587,000","-37,588,000","-33,259,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"33,995,685","20,445,109","11,323,909","8,582,528","5,932,771","2,258,269",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"33,995,685","20,445,109","11,323,909","8,582,528","5,932,771","2,258,269",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),105.893%,80.548%,31.941%,44.663%,162.713%,56.686%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.907,-3.982,-4.821,-4.729,-6.336,-14.728,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.907,-3.982,-4.821,-4.729,-6.336,-14.728,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-55,167,000","-45,146,000","-49,044,000","-35,157,000","-25,957,000","-27,002,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.623,-2.208,-4.331,-4.096,-4.375,-11.957,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,100.000%,100.000%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-2680.000%,-1887.200%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-2705.800%,-2505.867%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-2343.800%,-1730.467%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-68,766,000","-85,925,000","-54,696,000","-40,171,000","-28,274,000","-33,272,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"9,000","15,000","16,000","29,000","34,000","47,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-68,775,000","-85,940,000","-54,712,000","-40,200,000","-28,308,000","-33,319,000",Upgrade,Financials in USD,Fiscal year is January - December
