Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Sep '24 Sep 30, 2024","Sep '23 Sep 30, 2023","Sep '22 Sep 30, 2022","Sep '21 Sep 30, 2021","Sep '20 Sep 30, 2020",2019 - 2015,,
Revenue,"16,886,419","16,886,419","16,296,958","39,354,352","61,259,528","42,592,060",Upgrade,Financials in USD,Fiscal year is October - September
Revenue Growth (YoY),3.617%,3.617%,-58.589%,-35.758%,43.829%,33.923%,Upgrade,Financials in USD,Fiscal year is October - September
Cost of Revenue,"11,032,442","11,032,442","8,731,030","8,762,964","13,332,305","11,805,202",Upgrade,Financials in USD,Fiscal year is October - September
Gross Profit,"5,853,977","5,853,977","7,565,928","30,591,388","47,927,223","30,786,858",Upgrade,Financials in USD,Fiscal year is October - September
"Selling, General & Admin","31,184,097","31,184,097","48,057,834","43,177,345","20,670,319","14,918,330",Upgrade,Financials in USD,Fiscal year is October - September
Research & Development,"12,808,185","12,808,185","51,202,219","70,910,701","32,694,405","17,055,222",Upgrade,Financials in USD,Fiscal year is October - September
Operating Expenses,"43,992,282","43,992,282","103,171,767","114,079,546","53,364,724","31,973,552",Upgrade,Financials in USD,Fiscal year is October - September
Operating Income,"-38,138,305","-38,138,305","-95,605,839","-83,488,158","-5,437,501","-1,186,694",Upgrade,Financials in USD,Fiscal year is October - September
Interest Expense,"-607,470","-607,470","-2,427,041","-4,368,798","-4,886,054","-4,621,422",Upgrade,Financials in USD,Fiscal year is October - September
Other Non Operating Income (Expenses),"622,619","622,619","3,536,771","4,052,735","-3,821,367","-683,860",Upgrade,Financials in USD,Fiscal year is October - September
EBT Excluding Unusual Items,"-38,123,156","-38,123,156","-94,496,109","-83,804,221","-14,144,922","-6,491,976",Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Investments,"-176,077","-176,077",-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Assets,"1,222,908","1,222,908","5,723,623",-,"18,410,158",-,Upgrade,Financials in USD,Fiscal year is October - September
Asset Writedown,-,-,"-3,900,000",-,-,"-14,100,000",Upgrade,Financials in USD,Fiscal year is October - September
Other Unusual Items,-,-,-,-,-,"540,000",Upgrade,Financials in USD,Fiscal year is October - September
Pretax Income,"-37,076,325","-37,076,325","-92,672,486","-83,804,221","4,265,236","-20,051,976",Upgrade,Financials in USD,Fiscal year is October - September
Income Tax Expense,"725,101","725,101","480,206","236,397","-3,129,138","-1,078,441",Upgrade,Financials in USD,Fiscal year is October - September
Net Income,"-37,801,426","-37,801,426","-93,152,692","-84,040,618","7,394,374","-18,973,535",Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Common,"-37,801,426","-37,801,426","-93,152,692","-84,040,618","7,394,374","-18,973,535",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Basic),"134,875,016","134,875,016","84,973,382","80,122,526","76,272,853","66,753,450",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Diluted),"134,875,016","134,875,016","84,973,382","80,122,526","83,802,420","66,753,450",Upgrade,Financials in USD,Fiscal year is October - September
Shares Change (YoY),58.726%,58.726%,6.054%,-4.391%,25.540%,5.417%,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Basic),-0.280,-0.280,-1.096,-1.049,0.097,-0.284,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Diluted),-0.280,-0.280,-1.096,-1.049,0.090,-0.284,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow,"-21,840,655","-21,840,655","-88,679,514","-48,238,056","-15,947,673","-2,035,855",Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Per Share,-0.162,-0.162,-1.044,-0.602,-0.190,-0.030,Upgrade,Financials in USD,Fiscal year is October - September
Gross Margin,34.667%,34.667%,46.425%,77.733%,78.236%,72.283%,Upgrade,Financials in USD,Fiscal year is October - September
Operating Margin,-225.852%,-225.852%,-586.648%,-212.145%,-8.876%,-2.786%,Upgrade,Financials in USD,Fiscal year is October - September
Profit Margin,-223.857%,-223.857%,-571.596%,-213.548%,12.071%,-44.547%,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Margin,-129.339%,-129.339%,-544.148%,-122.574%,-26.033%,-4.780%,Upgrade,Financials in USD,Fiscal year is October - September
EBITDA,"-37,870,128","-37,870,128","-95,335,965","-83,278,563","-5,226,107","-723,953",Upgrade,Financials in USD,Fiscal year is October - September
EBITDA Margin,-224.264%,-224.264%,-,-211.612%,-8.531%,-1.700%,Upgrade,Financials in USD,Fiscal year is October - September
D&A For EBITDA,"268,177","268,177","269,874","209,595","211,394","462,741",Upgrade,Financials in USD,Fiscal year is October - September
EBIT,"-38,138,305","-38,138,305","-95,605,839","-83,488,158","-5,437,501","-1,186,694",Upgrade,Financials in USD,Fiscal year is October - September
EBIT Margin,-225.852%,-225.852%,-,-212.145%,-8.876%,-2.786%,Upgrade,Financials in USD,Fiscal year is October - September
Advertising Expenses,"800,000","800,000","900,000","600,000",-,-,Upgrade,Financials in USD,Fiscal year is October - September
