Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters,,
Revenue,-,-,-,-,-,-,-,-,-,-,-,"192,180,000","32,811,000","60,391,000","65,985,000","48,633,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-,-,-,-,-,-,295.164%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"19,923,000","23,209,000","57,575,000","16,822,000","18,059,000","16,136,000","28,954,000","14,718,000","15,148,000","16,222,000","29,633,000","57,811,000","43,019,000","39,803,000","26,571,000","13,846,000","13,601,000","7,755,000","2,821,000","10,170,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-19,923,000","-23,209,000","-57,575,000","-16,822,000","-18,059,000","-16,136,000","-28,954,000","-14,718,000","-15,148,000","-16,222,000","-29,633,000","134,369,000","-10,208,000","20,588,000","39,414,000","34,787,000","-13,601,000","-7,755,000","-2,821,000","-10,170,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","11,043,000","12,220,000","12,231,000","11,528,000","12,604,000","13,172,000","12,615,000","12,359,000","11,376,000","12,437,000","12,542,000","13,188,000","11,939,000","11,901,000","8,759,000","14,140,000","4,028,000","2,248,000","1,224,000","1,260,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-6,681,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"11,043,000","12,220,000","12,231,000","11,528,000","12,604,000","13,172,000","12,615,000","12,359,000","11,376,000","12,437,000","12,542,000","13,188,000","11,939,000","11,901,000","8,759,000","14,140,000","4,028,000","2,248,000","1,224,000","-5,421,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-30,966,000","-35,429,000","-69,806,000","-28,350,000","-30,663,000","-29,308,000","-41,569,000","-27,077,000","-26,524,000","-28,659,000","-42,175,000","121,181,000","-22,147,000","8,687,000","30,655,000","20,647,000","-17,629,000","-10,003,000","-4,045,000","-4,749,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"6,277,000","6,637,000","6,868,000","7,758,000","7,864,000","7,303,000","6,299,000","5,591,000","4,382,000","1,080,000","98,000","51,000","53,000","52,000","58,000","9,000","7,000","10,000","57,000","94,000",Upgrade,Financials in USD,Fiscal year is January - December
