Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"74,000","420,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-80.977%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,-,"4,658,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"74,000","420,000",-,-,-,"-4,658,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","6,317,000","6,718,000","7,382,000","7,461,000","5,877,000","5,024,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"9,293,000","19,155,000","20,274,000","14,928,000","4,759,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"15,610,000","25,873,000","27,656,000","22,389,000","10,636,000","5,024,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-15,536,000","-25,453,000","-27,656,000","-22,389,000","-10,636,000","-9,682,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"23,000","266,000","210,000","16,000","42,000","224,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-350,000","-414,000","233,000","44,000","22,000","101,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"52,000","50,000","1,298,000","144,000","891,000","231,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-15,829,000","-25,551,000","-25,915,000","-22,185,000","-9,681,000","-9,126,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-15,829,000","-25,551,000","-25,915,000","-22,185,000","-9,681,000","-9,126,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-2,398,000","-2,996,000","-4,717,000","-3,728,000","-1,236,000","-1,296,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-13,431,000","-22,555,000","-21,198,000","-18,457,000","-8,445,000","-7,830,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-13,431,000","-22,555,000","-21,198,000","-18,457,000","-8,445,000","-7,830,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"50,000","201,000","201,000","201,000","3,976,000","201,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-13,481,000","-22,756,000","-21,399,000","-18,658,000","-12,421,000","-8,031,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,152,202","850,815","750,379","595,078","242,226","54,405",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,152,202","850,815","750,379","595,078","242,226","54,405",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),156.784%,13.385%,26.098%,145.671%,345.227%,34.953%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-6.264,-26.746,-28.518,-31.354,-51.279,-147.615,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-6.264,-26.746,-28.518,-31.354,-51.300,-147.615,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-10,544,000","-16,118,000","-20,834,000","-18,567,000","-8,030,000","-9,457,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-4.899,-18.944,-27.765,-31.201,-33.151,-173.826,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-20994.595%,-6060.238%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-18217.568%,-5418.095%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-14248.649%,-3837.619%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-15,523,000","-25,422,000","-27,624,000","-22,346,000","-10,616,000","-9,662,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"13,000","31,000","32,000","43,000","20,000","20,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-15,536,000","-25,453,000","-27,656,000","-22,389,000","-10,636,000","-9,682,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"74,000","420,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
