Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"5,544,620","7,011,299","8,104,092","9,641,925","10,866,449","10,923,936",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-28.756%,-13.484%,-15.949%,-11.269%,-0.526%,-11.409%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"7,448,837","7,292,384","8,598,008","9,292,655","8,913,543","9,441,752",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-1,904,217","-281,085","-493,916","349,270","1,952,906","1,482,184",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,228,959","2,246,412","2,963,054","3,146,031","4,038,049","4,642,130",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"430,947","240,080","185,858","318,964","377,964","229,637",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"2,673,104","2,470,735","3,055,061","3,209,780","4,531,199","4,874,920",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-4,577,321","-2,751,820","-3,548,977","-2,860,510","-2,578,293","-3,392,736",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-174,661","-333,600","-434,619","-542,001","-294,159","-321,718",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"7,836","6,602","10,755","3,035","5,675","27,527",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-4,744,146","-3,078,818","-3,972,841","-3,399,476","-2,866,777","-3,686,927",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"-17,015,117",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,744,146","-3,078,818","-3,972,841","-3,399,476","-2,866,777","-20,702,044",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,744,146","-3,078,818","-3,972,841","-3,399,476","-2,866,777","-20,702,044",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,744,146","-3,078,818","-3,972,841","-3,399,476","-2,866,777","-20,702,044",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"13,515,268","3,383,573","1,051,371","922,585","872,465","871,591",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"13,515,268","3,383,573","1,051,371","922,585","872,465","871,591",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),616.919%,221.825%,13.959%,5.745%,0.100%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.351,-0.910,-3.779,-3.685,-3.286,-23.752,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.351,-0.910,-3.779,-3.685,-3.286,-23.752,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-750,552","-711,203","-811,509","-687,893","-909,567","472,309",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.056,-0.210,-0.772,-0.746,-1.043,0.542,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-34.343%,-4.009%,-6.095%,3.622%,17.972%,13.568%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-82.554%,-39.248%,-43.792%,-29.667%,-23.727%,-31.058%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-85.563%,-43.912%,-49.023%,-35.257%,-26.382%,-189.511%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-13.537%,-10.144%,-10.014%,-7.134%,-8.370%,4.324%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,711,493","1,833","-848,444","227,310","101,177","-463,937",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-30.868%,0.026%,-10.469%,2.357%,0.931%,-4.247%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,865,828","2,753,653","2,700,533","3,087,820","2,679,470","2,928,799",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,577,321","-2,751,820","-3,548,977","-2,860,510","-2,578,293","-3,392,736",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-82.554%,-39.248%,-43.792%,-29.667%,-23.727%,-31.058%,Upgrade,Financials in USD,Fiscal year is January - December
