Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters,,
Revenue,"15,362,000","12,006,000","3,039,000","3,261,000","11,072,000","2,664,000","3,759,000","2,854,000","6,754,000","13,834,000","7,654,000","20,078,000","8,500,000","9,781,000","7,426,000","8,262,000","8,447,000","9,670,000","6,816,000","8,209,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),38.746%,350.676%,-19.154%,14.261%,63.932%,-80.743%,-50.888%,-85.785%,-20.541%,41.437%,3.070%,143.016%,0.627%,1.148%,8.950%,0.646%,57.476%,147.726%,74.613%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"31,838,000","23,753,000","22,533,000","30,391,000","28,347,000","29,926,000","29,042,000","30,652,000","29,663,000","31,323,000","26,203,000","26,551,000","24,302,000","23,286,000","20,526,000","20,433,000","23,935,000","17,760,000","16,312,000","16,017,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-16,476,000","-11,747,000","-19,494,000","-27,130,000","-17,275,000","-27,262,000","-25,283,000","-27,798,000","-22,909,000","-17,489,000","-18,549,000","-6,473,000","-15,802,000","-13,505,000","-13,100,000","-12,171,000","-15,488,000","-8,090,000","-9,496,000","-7,808,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","11,768,000","9,695,000","10,288,000","10,297,000","10,533,000","10,306,000","10,945,000","10,495,000","9,579,000","9,895,000","12,820,000","8,782,000","8,452,000","8,611,000","7,409,000","6,732,000","2,861,000","2,769,000","2,842,000","2,691,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"11,768,000","9,695,000","10,288,000","10,297,000","10,533,000","10,306,000","10,945,000","10,495,000","9,579,000","9,895,000","12,820,000","8,782,000","8,452,000","8,611,000","7,409,000","6,732,000","2,861,000","2,769,000","2,842,000","2,691,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-28,244,000","-21,442,000","-29,782,000","-37,427,000","-27,808,000","-37,568,000","-36,228,000","-38,293,000","-32,488,000","-27,384,000","-31,369,000","-15,255,000","-24,254,000","-22,116,000","-20,509,000","-18,903,000","-18,349,000","-10,859,000","-12,338,000","-10,499,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,"-167,000","-600,000","-606,000","-601,000","-554,000","-534,000","-527,000","-539,000","-539,000","-533,000","-534,000","-576,000","-562,000","-127,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,578,000","796,000","3,858,000","1,983,000","2,562,000","522,000","1,448,000","1,305,000","1,084,000","506,000","940,000","983,000","110,000","69,000","72,000",-,"50,000","25,000","259,000","1,037,000",Upgrade,Financials in USD,Fiscal year is January - December
