Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"35,932,000","43,947,000","41,586,000","49,107,000","29,943,000","31,133,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-21.329%,5.677%,-15.316%,64.002%,-3.822%,-18.878%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"146,080,000","140,658,000","149,424,000","98,187,000","70,040,000","55,680,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-110,148,000","-96,711,000","-107,838,000","-49,080,000","-40,097,000","-24,547,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","75,262,000","59,836,000","52,200,000","40,896,000","35,781,000","32,310,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"120,809,000","59,836,000","52,200,000","40,896,000","35,781,000","32,310,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-230,957,000","-156,547,000","-160,038,000","-89,976,000","-75,878,000","-56,857,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-129,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"27,499,000","14,510,000","2,722,000",-,"300,000","1,889,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-33,669,000","-9,710,000","26,022,000","24,663,000","-9,432,000","1,615,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,"1,059,000","-1,135,000",-,"196,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-237,127,000","-151,747,000","-130,235,000","-66,577,000","-85,010,000","-53,157,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"-1,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-237,127,000","-151,747,000","-130,235,000","-66,577,000","-85,010,000","-54,957,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"7,429,000","3,192,000","959,000","239,000","503,000","194,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-244,556,000","-154,939,000","-131,194,000","-66,816,000","-85,513,000","-55,151,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-244,556,000","-154,939,000","-131,194,000","-66,816,000","-85,513,000","-55,151,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"61,518,721","51,605,444","44,919,084","38,638,434","29,256,203","24,218,083",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"61,518,721","51,605,444","44,919,084","38,638,434","29,256,203","24,218,083",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),26.245%,14.885%,16.255%,32.069%,20.803%,8.666%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-3.975,-3.002,-2.921,-1.729,-2.923,-2.277,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-3.975,-3.002,-2.921,-1.729,-2.923,-2.277,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-157,146,000","-146,189,000","-157,486,000","-60,497,000","-81,188,000","-65,271,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.554,-2.833,-3.506,-1.566,-2.775,-2.695,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-220.063%,-259.313%,-99.945%,-133.911%,-78.846%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-642.761%,-356.218%,-384.836%,-183.224%,-253.408%,-182.626%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-680.608%,-352.559%,-315.476%,-136.062%,-285.586%,-177.146%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-437.343%,-332.648%,-378.700%,-123.194%,-271.142%,-209.652%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-228,457,000","-154,007,000","-158,753,000","-88,491,000","-74,434,000","-55,719,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-180.200%,-248.586%,-178.971%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,500,000","2,540,000","1,285,000","1,485,000","1,444,000","1,138,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-230,957,000","-156,547,000","-160,038,000","-89,976,000","-75,878,000","-56,857,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-183.224%,-253.408%,-182.626%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"35,932,000","43,947,000","41,586,000","49,107,000","29,943,000","31,133,000",Upgrade,Financials in USD,Fiscal year is January - December
