Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"164,168,000","166,662,000","156,236,000","147,794,000","130,457,000","114,610,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),0.524%,6.673%,5.712%,13.289%,13.827%,8.578%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"83,934,000","62,826,000","59,461,000","58,386,000","61,431,000","28,747,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"80,234,000","103,836,000","96,775,000","89,408,000","69,026,000","85,863,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","67,780,000","82,847,000","84,794,000","74,096,000","56,738,000","34,561,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"30,391,000","32,690,000","28,182,000","27,327,000","22,017,000","16,665,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"98,171,000","115,537,000","112,976,000","101,423,000","78,755,000","51,226,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-17,937,000","-11,701,000","-16,201,000","-12,015,000","-9,729,000","34,637,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-188,000","-302,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,170,000","2,312,000","654,000",-,-,"1,873,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-15,767,000","-9,389,000","-15,547,000","-12,203,000","-10,031,000","36,510,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-472,000","-748,000","-3,199,000","-6,465,000","-4,100,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,"-42,520,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-65,291,000","-62,190,000",-,-,"-2,439,000","-389,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-13,000,000","-13,000,000",-,"21,095,000","30,466,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-94,530,000","-85,327,000","-18,746,000","2,427,000","-28,624,000","36,121,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"2,990,000","-2,660,000","-3,887,000","-1,707,000","-4,642,000","8,928,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-97,520,000","-82,667,000","-14,859,000","4,134,000","-23,982,000","27,193,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-97,520,000","-82,667,000","-14,859,000","4,134,000","-23,982,000","27,193,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,45.246%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"14,738,500","14,656,000","14,561,000","14,401,000","14,222,000","14,121,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"14,738,500","14,656,000","14,561,000","14,634,000","14,222,000","14,374,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.613%,0.652%,-0.499%,2.897%,-1.057%,-2.144%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-6.617,-5.640,-1.020,0.287,-1.686,1.926,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-6.620,-5.640,-1.020,0.280,-1.690,1.890,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,48.819%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-808,000","-7,215,000","-3,077,000","3,254,000","11,437,000","34,178,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.055,-0.492,-0.211,0.222,0.804,2.378,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,48.873%,62.303%,61.941%,60.495%,52.911%,74.918%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-10.926%,-7.021%,-10.370%,-8.130%,-7.458%,30.222%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-59.403%,-49.602%,-9.511%,2.797%,-18.383%,23.727%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-0.492%,-4.329%,-1.969%,2.202%,8.767%,29.821%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-8,054,000","2,516,000","-1,714,000","2,302,000","3,735,000","40,628,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-4.906%,1.510%,-1.097%,1.558%,2.863%,35.449%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"9,883,000","14,217,000","14,487,000","14,317,000","13,464,000","5,991,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-17,937,000","-11,701,000","-16,201,000","-12,015,000","-9,729,000","34,637,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-10.926%,-7.021%,-10.370%,-8.130%,-7.458%,30.222%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,24.717%,Upgrade,Financials in USD,Fiscal year is January - December
