Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+10 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+10 Quarters,,
Revenue,"12,161,000","13,853,000","10,689,000","9,211,000","8,870,000","9,124,000","8,879,000","15,759,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),37.103%,51.830%,20.385%,-41.551%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"12,161,000","13,853,000","10,689,000","9,211,000","8,870,000","9,124,000","8,879,000","15,759,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,278,000","3,145,000","3,737,000","3,227,000","3,519,000","3,105,000","3,715,000","5,192,000","4,466,000","4,064,000","3,517,000","2,838,000","2,896,000","2,858,000","2,815,000","2,403,000","2,298,000","2,717,000","2,746,000","2,167,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"9,562,000","10,808,000","9,743,000","9,184,000","8,974,000","9,610,000","9,272,000","8,525,000","8,771,000","9,488,000","10,763,000","7,549,000","6,965,000","5,985,000","5,880,000","6,567,000","4,218,000","3,893,000","4,706,000","5,449,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"12,840,000","13,953,000","13,480,000","12,411,000","12,493,000","12,715,000","12,987,000","13,717,000","13,237,000","13,552,000","14,280,000","10,387,000","9,861,000","8,843,000","8,695,000","8,970,000","6,516,000","6,610,000","7,452,000","7,616,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-679,000","-100,000","-2,791,000","-3,200,000","-3,623,000","-3,591,000","-4,108,000","2,042,000","-13,237,000","-13,552,000","-14,280,000","-10,387,000","-9,861,000","-8,843,000","-8,695,000","-8,970,000","-6,516,000","-6,610,000","-7,452,000","-7,616,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,"-259,000","-232,000","-271,000","-267,000","-259,000","-255,000","-266,000","-266,000","-270,000","-271,000","-276,000","-276,000","-274,000","-273,000","-277,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"331,000","371,000","439,000","517,000","551,000","627,000","639,000","201,000","130,000","64,000","25,000","10,000","8,000","13,000","26,000","53,000","81,000","122,000","220,000","294,000",Upgrade,Financials in USD,Fiscal year is January - December
