Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,-,"7,000,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"72,354,000","85,697,000","51,009,000","38,935,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-72,354,000","-78,697,000","-51,009,000","-38,935,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","23,608,000","26,540,000","20,153,000","15,724,000","11,969,000","9,979,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,"30,981,000","27,363,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"23,608,000","26,540,000","20,153,000","15,724,000","42,950,000","37,342,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-95,962,000","-105,237,000","-71,162,000","-54,659,000","-42,950,000","-37,342,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,603,000","-1,550,000","-1,185,000","-159,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"9,456,000","11,104,000","4,108,000","188,000","1,208,000","2,255,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-88,109,000","-95,683,000","-68,239,000","-54,630,000","-41,742,000","-35,087,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-7,669,000","-6,187,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-95,778,000","-101,870,000","-68,239,000","-54,630,000","-41,742,000","-35,087,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-95,778,000","-101,870,000","-68,239,000","-54,630,000","-41,742,000","-35,087,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-95,778,000","-101,870,000","-68,239,000","-54,630,000","-41,742,000","-35,087,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"7,283,699","7,255,365","6,736,894","5,275,934","4,400,419","1,908,383",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"7,283,699","7,255,365","6,736,894","5,275,934","4,400,419","1,908,383",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.548%,7.696%,27.691%,19.896%,130.584%,85.919%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-13.150,-14.041,-10.129,-10.355,-9.486,-18.386,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-13.150,-14.041,-10.129,-10.355,-9.486,-18.386,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-76,386,000","-83,455,000","-60,424,000","-42,753,000","-37,143,000","-30,484,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-10.487,-11.503,-8.969,-8.103,-8.441,-15.974,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-1503.386%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-1455.286%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-1192.214%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-94,901,000","-104,171,000","-70,139,000","-53,149,000","-41,406,000","-36,041,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,061,000","1,066,000","1,023,000","1,510,000","1,544,000","1,301,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-95,962,000","-105,237,000","-71,162,000","-54,659,000","-42,950,000","-37,342,000",Upgrade,Financials in USD,Fiscal year is January - December
