Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"384,098,000","270,259,000","220,180,000","38,544,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),54.412%,22.745%,471.243%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"149,659,000","89,931,000","46,966,000","9,935,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"234,439,000","180,328,000","173,214,000","28,609,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","164,215,000","129,427,000","97,951,000","85,948,000","45,321,000","34,962,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"96,460,000","76,097,000","65,490,000","99,297,000","112,042,000","135,001,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"260,675,000","205,524,000","163,441,000","185,245,000","157,363,000","169,963,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-26,236,000","-25,196,000","9,773,000","-156,636,000","-157,363,000","-169,963,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,"6,049,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"9,513,000","8,544,000","1,253,000","97,000","1,134,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-16,723,000","-16,652,000","11,026,000","-156,539,000","-156,229,000","-163,914,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-7,655,000","-30,736,000","-172,337,000","1,385,000","5,152,000","-2,047,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-9,068,000","14,084,000","183,363,000","-157,924,000","-161,381,000","-161,867,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-9,068,000","14,084,000","183,363,000","-157,924,000","-161,381,000","-161,867,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-92.319%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"70,936,502","70,058,952","69,382,275","68,576,810","61,842,722","54,049,477",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"70,936,502","71,922,915","70,421,322","68,576,810","61,842,722","54,049,477",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.529%,2.132%,2.690%,10.889%,14.419%,82.924%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.128,0.201,2.643,-2.303,-2.610,-2.995,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.128,0.200,2.600,-2.303,-2.610,-2.995,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-92.308%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"11,104,000","13,171,000","5,702,000","-126,713,000","-136,815,000","-161,572,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.157,0.183,0.081,-1.848,-2.212,-2.989,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,61.036%,66.724%,78.669%,74.224%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-6.831%,-9.323%,4.439%,-406.382%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-2.361%,5.211%,83.279%,-409.724%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,2.891%,4.873%,2.590%,-328.749%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-24,401,000","-22,855,000","12,175,000","-154,281,000","-154,958,000","-167,895,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-6.353%,-8.457%,5.529%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,835,000","2,341,000","2,402,000","2,355,000","2,405,000","2,068,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-26,236,000","-25,196,000","9,773,000","-156,636,000","-157,363,000","-169,963,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-6.831%,-9.323%,4.439%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"384,098,000","270,259,000","220,180,000","38,544,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
