Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"3,364,548","2,898,806","2,930,303","2,403,831","1,601,921","1,681,076",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),13.821%,-1.075%,21.901%,50.059%,-4.709%,29.768%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,191,923","1,975,849","2,123,193","1,944,438","1,424,931","1,459,701",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"2,172,625","922,957","807,110","459,393","176,990","221,375",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","6,346,377","5,817,013","6,421,505","6,697,617","6,084,799","5,519,922",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"2,351,390","3,297,266","4,501,365","8,392,370","3,868,121","3,956,317",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,-,"187,388",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"8,697,767","9,114,279","10,922,870","15,089,987","10,140,308","9,476,239",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-6,525,142","-8,191,322","-10,115,760","-14,630,594","-9,963,318","-9,254,864",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-301,738",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"450,144","416,686","180,420","51,704","446,999","984,930",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-14,318","-38,417","-49,918","-96,893","-62,345","-27,725",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"1,605,532",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-6,391,054","-7,813,053","-9,985,258","-13,070,251","-9,578,664","-8,297,659",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"60,977","1,017,592",-,-,"284,709",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"250,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-6,330,077","-6,795,461","-9,735,258","-13,070,251","-9,293,955","-8,297,659",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,"31,318","10,306",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-6,330,077","-6,795,461","-9,735,258","-13,070,251","-9,325,273","-8,307,965",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-6,330,077","-6,795,461","-9,735,258","-13,070,251","-9,325,273","-8,307,965",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-6,330,077","-6,795,461","-9,735,258","-13,070,251","-9,325,273","-8,307,965",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"29,122,195","28,798,833","28,364,482","27,838,047","27,471,587","27,003,695",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"29,122,195","28,798,833","28,364,482","27,838,047","27,471,587","27,003,695",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.352%,1.531%,1.891%,1.334%,1.733%,-2.420%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.217,-0.236,-0.343,-0.470,-0.339,-0.308,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.217,-0.236,-0.343,-0.470,-0.339,-0.308,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-4,201,791","-6,726,755","-8,083,775","-11,276,945","-6,574,392","-5,782,892",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.144,-0.234,-0.285,-0.405,-0.239,-0.214,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,64.574%,31.839%,27.544%,19.111%,11.049%,13.169%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-193.938%,-282.576%,-345.212%,-608.637%,-621.961%,-550.532%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-188.140%,-234.423%,-332.227%,-543.726%,-582.131%,-494.205%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-124.884%,-232.053%,-275.868%,-469.124%,-410.407%,-343.999%,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-6,525,142","-8,191,322","-10,115,760","-14,630,594","-9,963,318","-9,254,864",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-193.938%,-282.576%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"3,364,548","2,898,806","2,930,303","2,403,831",-,-,Upgrade,Financials in USD,Fiscal year is January - December
