Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"32,810,000","36,024,000","34,670,000","34,233,000","31,434,000","31,762,000","29,615,000","30,028,000","26,557,000","27,630,000","23,457,000","20,655,000","23,230,000","22,443,000","20,018,000","20,605,000","19,965,000","22,668,000","25,400,000","35,083,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),4.377%,13.419%,17.069%,14.004%,18.364%,14.955%,26.252%,45.379%,14.322%,23.112%,17.180%,0.243%,16.354%,-0.993%,-21.189%,-41.268%,-53.160%,-38.165%,-19.625%,21.630%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"13,923,000","14,950,000","13,052,000","20,635,000","27,493,000","33,368,000","25,690,000","19,484,000","40,262,000","45,009,000","53,425,000","38,618,000","39,946,000","49,755,000","47,323,000","52,645,000","56,352,000","53,009,000","47,516,000","64,151,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"18,887,000","21,074,000","21,618,000","13,598,000","3,941,000","-1,606,000","3,925,000","10,544,000","-13,705,000","-17,379,000","-29,968,000","-17,963,000","-16,716,000","-27,312,000","-27,305,000","-32,040,000","-36,387,000","-30,341,000","-22,116,000","-29,068,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","23,345,000","27,519,000","26,416,000","23,318,000","28,870,000","40,797,000","36,988,000","25,499,000","28,177,000","32,119,000","32,955,000","34,174,000","34,992,000","33,157,000","24,809,000","23,656,000","21,997,000","25,408,000","30,618,000","21,894,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"23,345,000","27,519,000","26,416,000","23,318,000","28,870,000","40,797,000","36,988,000","25,499,000","28,177,000","32,119,000","32,955,000","34,174,000","34,992,000","33,157,000","24,809,000","23,656,000","21,997,000","25,408,000","30,618,000","21,894,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-4,458,000","-6,445,000","-4,798,000","-9,720,000","-24,929,000","-42,403,000","-33,063,000","-14,955,000","-41,882,000","-49,498,000","-62,923,000","-52,137,000","-51,708,000","-60,469,000","-52,114,000","-55,696,000","-58,384,000","-55,749,000","-52,734,000","-50,962,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-900,000","-1,400,000","-600,000","-2,068,000","-600,000","-600,000","-600,000","-674,000","-614,000","-613,000","-613,000","-566,000","-612,000","-631,000","-1,000,000","-901,000","-400,000","-400,000","-300,000","-672,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,"3,364,000",-,-,-,"1,638,000",-,-,-,"433,000",-,-,-,"3,633,000",-,-,-,"7,259,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"510,000","-1,390,000","2,238,000","-1,183,000","521,000","944,000","895,000","-269,000","588,000","-6,248,000","-352,000","-498,000","-88,000","85,000","500,000","-2,870,000","556,000","959,000","1,455,000","-5,038,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-4,848,000","-9,235,000","-3,160,000","-9,607,000","-25,008,000","-42,059,000","-32,768,000","-14,260,000","-41,908,000","-56,359,000","-63,888,000","-52,768,000","-52,408,000","-61,015,000","-52,614,000","-55,834,000","-58,228,000","-55,190,000","-51,579,000","-49,413,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"-500,000",-,-,-,"-5,400,000",-,-,-,"-1,400,000",-,-,-,"-5,600,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-617,000",-,-,-,"-209,000",-,-,-,"-478,000",-,-,-,"-847,000",-,-,-,"-107,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-8,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,848,000","-9,235,000","-3,160,000","-10,724,000","-25,008,000","-42,059,000","-32,768,000","-19,869,000","-41,908,000","-56,359,000","-63,888,000","-54,646,000","-52,408,000","-61,015,000","-52,614,000","-62,281,000","-58,228,000","-55,190,000","-51,579,000","-57,920,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,848,000","-9,235,000","-3,160,000","-10,724,000","-25,008,000","-42,059,000","-32,768,000","-19,869,000","-41,908,000","-56,359,000","-63,888,000","-54,646,000","-52,408,000","-61,015,000","-52,614,000","-62,281,000","-58,228,000","-55,190,000","-51,579,000","-57,920,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,848,000","-9,235,000","-3,160,000","-10,724,000","-25,008,000","-42,059,000","-32,768,000","-19,869,000","-41,908,000","-56,359,000","-63,888,000","-54,646,000","-52,408,000","-61,015,000","-52,614,000","-62,281,000","-58,228,000","-55,190,000","-51,579,000","-57,920,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"152,830,000","152,305,000","151,199,000","153,200,000","144,990,000","119,719,000","119,246,000","116,876,470","111,735,000","102,405,000","102,123,000","101,978,000","101,906,000","98,459,000","91,388,000","91,081,000","90,849,000","90,753,000","90,409,000","89,112,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"152,830,000","152,305,000","151,199,000","153,200,000","144,990,000","119,719,000","119,246,000","116,876,470","111,735,000","102,405,000","102,123,000","101,978,000","101,906,000","98,459,000","91,388,000","91,081,000","90,849,000","90,753,000","90,409,000","89,112,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5.407%,27.219%,26.796%,31.079%,29.762%,16.907%,16.767%,14.609%,9.645%,4.008%,11.747%,11.964%,12.171%,8.491%,1.083%,2.210%,13.646%,14.086%,15.290%,14.120%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.032,-0.061,-0.021,-0.070,-0.172,-0.351,-0.275,-0.170,-0.375,-0.550,-0.626,-0.536,-0.514,-0.620,-0.576,-0.684,-0.641,-0.608,-0.571,-0.650,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.032,-0.061,-0.021,-0.070,-0.172,-0.351,-0.275,-0.170,-0.375,-0.550,-0.626,-0.536,-0.514,-0.620,-0.576,-0.684,-0.641,-0.608,-0.571,-0.650,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"2,940,000","-5,241,000","-9,516,000","2,205,000","-9,972,000","-27,443,000","-25,124,000","-37,948,000","-37,111,000","-28,695,000","-44,983,000","-45,648,000","-54,697,000","-63,307,000","-42,724,000","-55,048,000","-42,686,000","-58,026,000","-35,873,000","-30,880,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.019,-0.034,-0.063,0.014,-0.069,-0.229,-0.211,-0.325,-0.332,-0.280,-0.440,-0.448,-0.537,-0.643,-0.468,-0.604,-0.470,-0.639,-0.397,-0.347,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,57.565%,58.500%,62.354%,39.722%,12.537%,-5.056%,13.253%,35.114%,-51.606%,-62.899%,-127.757%,-86.967%,-71.959%,-121.695%,-136.402%,-155.496%,-182.254%,-133.849%,-87.071%,-82.855%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-13.587%,-17.891%,-13.839%,-28.394%,-79.306%,-133.502%,-111.643%,-49.804%,-157.706%,-179.146%,-268.248%,-252.418%,-222.591%,-269.434%,-260.336%,-270.303%,-292.432%,-245.937%,-207.614%,-145.261%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-14.776%,-25.636%,-9.115%,-31.326%,-79.557%,-132.419%,-110.647%,-66.168%,-157.804%,-203.978%,-272.362%,-264.565%,-225.605%,-271.867%,-262.833%,-302.262%,-291.650%,-243.471%,-203.067%,-165.094%,Upgrade,Financials in USD,Fiscal year is January - December
