Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,-,"184,000","557,000","1,526,000","4,838,000","2,605,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-66.966%,-63.499%,-68.458%,85.720%,-60.638%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"487,000","1,913,000","4,758,000","5,891,000","6,388,000","5,080,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-487,000","-1,729,000","-4,201,000","-4,365,000","-1,550,000","-2,475,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","5,335,000","5,548,000","6,034,000","4,989,000","5,801,000","5,401,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"5,335,000","5,548,000","6,034,000","4,989,000","5,801,000","5,401,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-5,822,000","-7,277,000","-10,235,000","-9,354,000","-7,351,000","-7,876,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-12,000",-,-,-,"-769,000","-967,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,"5,000","53,000","1,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-75,000","-52,000","-24,000","-84,000","794,000","1,127,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-5,909,000","-7,324,000","-10,206,000","-9,437,000","-7,326,000","-7,716,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"23,000","1,755,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"661,000","-81,000","226,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-5,886,000","-5,569,000","-10,206,000","-8,776,000","-7,407,000","-7,490,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-5,886,000","-5,569,000","-10,206,000","-8,776,000","-7,407,000","-7,490,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,"-10,835,000","-8,968,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-5,886,000","-5,569,000","-10,206,000","-8,776,000","-18,242,000","-16,458,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-5,886,000","-5,569,000","-10,206,000","-8,776,000","-18,242,000","-16,458,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"859,250","752,000","672,000","486,500","188,650","38,300",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"859,250","752,000","672,000","486,500","188,650","38,300",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),15.090%,11.905%,38.129%,157.885%,392.559%,92.144%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-6.850,-7.406,-15.188,-18.039,-96.698,-429.713,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-6.852,-7.406,-15.188,-18.039,-96.698,-429.713,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-5,622,000","-7,094,000","-8,183,000","-7,922,000","-17,743,000","-15,701,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-6.543,-9.434,-12.177,-16.284,-94.052,-409.948,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-286.042%,-32.038%,-95.010%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-3954.891%,-1837.522%,-612.975%,-151.943%,-302.342%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-3026.630%,-1832.316%,-575.098%,-377.057%,-631.785%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-3855.435%,-1469.120%,-519.135%,-366.742%,-602.726%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-5,814,000","-7,165,000","-10,039,000","-9,133,000","-7,059,000","-7,632,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-145.907%,-292.975%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"8,000","112,000","196,000","221,000","292,000","244,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-5,822,000","-7,277,000","-10,235,000","-9,354,000","-7,351,000","-7,876,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-151.943%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,"184,000","557,000","1,526,000","4,838,000","2,605,000",Upgrade,Financials in USD,Fiscal year is January - December
