Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"250,401,000","241,963,000","205,831,000","231,041,000","211,699,000","165,235,000","118,462,000","136,490,000","130,714,000","134,563,000","115,468,000","130,758,000","131,612,000","115,221,000","106,554,000","121,007,000","120,577,000","110,103,000","90,068,000","98,326,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),18.282%,46.436%,73.753%,69.273%,61.956%,22.794%,2.593%,4.384%,-0.682%,16.787%,8.366%,8.058%,9.152%,4.648%,18.304%,23.067%,27.479%,32.327%,43.058%,65.057%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"85,463,000","94,463,000","82,630,000","84,632,000","171,585,000","66,230,000","70,811,000","78,151,000","83,472,000","78,313,000","131,805,000","69,503,000","65,247,000","62,141,000","61,665,000","14,617,000","124,884,000","69,769,000","77,610,000","62,854,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"164,938,000","147,500,000","123,201,000","146,409,000","40,114,000","99,005,000","47,651,000","58,339,000","47,242,000","56,250,000","-16,337,000","61,255,000","66,365,000","53,080,000","44,889,000","106,390,000","-4,307,000","40,334,000","12,458,000","35,472,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","118,394,000","117,063,000","107,991,000","111,465,000","97,890,000","95,968,000","101,235,000","104,402,000","78,108,000","89,901,000","96,679,000","105,912,000","81,666,000","96,789,000","111,661,000","120,752,000","81,592,000","84,344,000","101,973,000","91,871,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"118,394,000","117,063,000","107,991,000","111,465,000","97,890,000","95,968,000","101,235,000","104,402,000","78,108,000","89,901,000","96,679,000","105,912,000","81,666,000","96,789,000","111,661,000","120,752,000","81,592,000","84,344,000","101,973,000","91,871,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"46,544,000","30,437,000","15,210,000","34,944,000","-57,776,000","3,037,000","-53,584,000","-46,063,000","-30,866,000","-33,651,000","-113,016,000","-44,657,000","-15,301,000","-43,709,000","-66,772,000","-14,362,000","-85,899,000","-44,010,000","-89,515,000","-56,399,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"6,586,000","6,359,000","5,506,000","4,759,000","4,125,000","4,550,000","3,800,000","3,630,000","2,295,000","580,000","105,000","129,000","129,000","133,000","200,000","554,000","1,242,000","1,825,000","2,989,000","3,272,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"576,000","386,000","286,000","-5,109,000","1,508,000","-1,244,000","4,845,000","-1,999,000","2,156,000","-497,000","340,000","-706,000","383,000","178,000","145,000",-,-,"437,000","-1,497,000",-,Upgrade,Financials in USD,Fiscal year is January - December
