Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"110,708,000","10,797,000","9,104,000","10,720,000","10,397,000","13,136,000","24,496,000","73,099,000","41,734,000","26,007,000","11,101,000","14,147,000","15,662,000","30,757,000","16,881,000","52,691,000","18,253,000","20,257,000","13,682,000","25,192,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),964.807%,-17.806%,-62.835%,-85.335%,-75.087%,-49.491%,120.665%,416.710%,166.467%,-15.444%,-34.240%,-73.151%,-14.195%,51.834%,23.381%,109.158%,-2.604%,91.230%,41.606%,59.504%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"42,413,000","6,087,000","48,145,000","47,514,000","33,490,000","3,376,000","49,395,000","47,444,000","51,334,000","54,146,000","61,486,000","56,800,000","51,488,000","55,802,000","53,138,000","42,300,000","44,656,000","57,351,000","48,894,000","51,957,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"68,295,000","4,710,000","-39,041,000","-36,794,000","-23,093,000","9,760,000","-24,899,000","25,655,000","-9,600,000","-28,139,000","-50,385,000","-42,653,000","-35,826,000","-25,045,000","-36,257,000","10,391,000","-26,403,000","-37,094,000","-35,212,000","-26,765,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","14,104,000","14,423,000","14,709,000","12,560,000","12,409,000","13,692,000","13,527,000","13,672,000","15,355,000","13,669,000","16,253,000","15,583,000","17,161,000","15,234,000","15,036,000","12,561,000","9,732,000","10,216,000","10,233,000","11,890,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,"48,468,000",-,-,-,"41,030,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"14,104,000","62,891,000","14,709,000","12,560,000","12,409,000","54,722,000","13,527,000","13,672,000","15,355,000","13,669,000","16,253,000","15,583,000","17,161,000","15,234,000","15,036,000","12,561,000","9,732,000","10,216,000","10,233,000","11,890,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"54,191,000","-58,181,000","-53,750,000","-49,354,000","-35,502,000","-44,962,000","-38,426,000","11,983,000","-24,955,000","-41,808,000","-66,638,000","-58,236,000","-52,987,000","-40,279,000","-51,293,000","-2,170,000","-36,135,000","-47,310,000","-45,445,000","-38,655,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,"-6,000","-1,133,000",-,-,"-774,000","-656,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,118,000","2,523,000","2,693,000","3,282,000","3,056,000","2,275,000","1,073,000","819,000","142,000","504,000","195,000","2,000,000",-,-,-,"800,000",-,-,-,"3,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,"50,000,000","100,930,000",-,-,-,-,-,"-1,786,000","101,000","344,000","21,000","-717,000","92,000","425,000","721,000","4,859,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"56,309,000","-55,664,000","-52,190,000","-46,072,000","17,554,000","57,469,000","-38,009,000","12,802,000","-24,813,000","-41,304,000","-66,443,000","-58,022,000","-52,886,000","-39,935,000","-51,272,000","-2,087,000","-36,043,000","-46,885,000","-44,724,000","-30,396,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"56,309,000","-55,664,000","-52,190,000","-46,072,000","17,554,000","57,469,000","-38,009,000","12,802,000","-24,813,000","-41,304,000","-66,443,000","-58,022,000","-52,886,000","-39,935,000","-51,272,000","-2,087,000","-36,043,000","-46,885,000","-44,724,000","-30,396,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"56,309,000","-55,664,000","-52,190,000","-46,072,000","17,554,000","57,469,000","-38,009,000","12,802,000","-24,813,000","-41,304,000","-66,443,000","-58,022,000","-52,886,000","-39,935,000","-51,272,000","-2,087,000","-36,043,000","-46,885,000","-44,724,000","-30,396,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,220.776%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"62,744,005","62,663,677","62,290,538","62,044,320","61,980,680","61,880,096","61,809,817","61,562,067","61,459,831","61,384,943","61,324,163","61,294,360","61,169,754","60,068,315","57,202,846","56,238,904","54,463,412","50,018,462","49,012,663","48,940,041",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"62,865,841","62,663,677","62,290,538","62,044,320","62,244,602","62,261,646","61,809,817","61,562,067","61,459,831","61,384,943","61,324,163","61,294,360","61,169,754","60,068,315","57,202,846","56,238,904","54,463,412","50,018,462","49,012,663","48,940,041",Upgrade,Financials in USD,Fiscal year is January - December
