Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"651,972,000","607,521,000","667,238,000","579,775,000","520,397,000","392,755,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),6.787%,-8.950%,15.086%,11.410%,32.499%,-3.948%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"71,435,000","83,779,000","87,221,000","75,061,000","52,459,000","16,660,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"580,537,000","523,742,000","580,017,000","504,714,000","467,938,000","376,095,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","335,455,000","336,361,000","377,221,000","304,759,000","200,677,000","153,246,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"103,496,000","91,593,000","74,552,000","90,467,000","75,961,000","69,099,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"519,753,000","510,339,000","534,403,000","425,215,000","292,340,000","227,524,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"60,784,000","13,403,000","45,614,000","79,499,000","175,598,000","148,571,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,"-2,415,000","-7,070,000","-23,423,000","-23,754,000","-22,707,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"13,213,000","10,453,000","21,675,000","10,222,000","14,352,000","21,322,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"73,997,000","21,441,000","60,219,000","66,298,000","166,196,000","147,186,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"14,000","347,000","4,352,000","301,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-20,189,000","-20,189,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"6,670,000","1,517,000","510,000","6,530,000","-1,900,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"72,478,000","2,769,000","60,743,000","73,175,000","168,648,000","147,487,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"12,766,000","1,453,000","32,000","19,751,000","41,698,000","34,431,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"59,712,000","1,316,000","60,711,000","53,424,000","126,950,000","113,056,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"59,712,000","1,316,000","60,711,000","53,424,000","126,950,000","113,056,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,133.050%,-97.832%,13.640%,-57.917%,12.289%,1.859%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"54,895,165","54,536,281","53,665,143","53,099,330","52,615,269","52,412,181",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"55,669,025","55,506,828","61,679,800","54,356,744","53,689,743","53,816,754",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-2.683%,-10.008%,13.472%,1.242%,-0.236%,-0.521%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),1.088,0.024,1.131,1.006,2.413,2.157,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),1.070,0.020,1.042,0.980,2.360,2.100,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,130.790%,-98.081%,6.321%,-58.475%,12.381%,2.439%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"172,027,000","110,534,000","116,414,000","125,082,000","134,709,000","141,742,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,3.090,1.991,1.887,2.301,2.509,2.634,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,89.043%,86.210%,86.928%,87.053%,89.919%,95.758%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,9.323%,2.206%,6.836%,13.712%,33.743%,37.828%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,9.159%,0.217%,9.099%,9.215%,24.395%,28.785%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,26.386%,18.194%,17.447%,21.574%,25.886%,36.089%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"144,029,000","98,262,000","131,157,000","112,094,000","193,739,000","155,230,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,22.091%,16.174%,19.657%,19.334%,37.229%,39.523%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"83,245,000","84,859,000","85,543,000","32,595,000","18,141,000","6,659,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"60,784,000","13,403,000","45,614,000","79,499,000","175,598,000","148,571,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,9.323%,2.206%,6.836%,13.712%,33.743%,37.828%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,17.614%,52.474%,0.053%,26.991%,24.725%,23.345%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"651,972,000","607,521,000","667,238,000","579,775,000","520,397,000","392,755,000",Upgrade,Financials in USD,Fiscal year is January - December
