Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"23,228,045","25,178,066","2,551,469","244,898","310,250","1,005,028",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),65.326%,886.807%,941.850%,-21.064%,-69.130%,-39.868%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"45,353,816","36,448,039","21,816,949","13,571,045","8,457,000","5,141,805",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-22,125,771","-11,269,973","-19,265,480","-13,326,147","-8,146,750","-4,136,777",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","14,022,522","12,807,886","10,431,903","7,612,295","5,543,221","3,597,111",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"14,022,522","12,807,886","10,431,903","7,612,295","5,543,221","3,597,111",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-36,148,293","-24,077,859","-29,697,383","-20,938,442","-13,689,971","-7,733,888",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,968,617","1,728,701","521,535","57,460","32,943","94,791",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"67,657","67,657",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-34,112,019","-22,281,501","-29,175,848","-20,880,982","-13,657,028","-7,639,097",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-653,"-6,041","-34,266","-7,905",-,"-2,720",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"190,582","866,367",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-34,112,672","-22,287,542","-29,019,532","-20,022,520","-13,657,028","-7,641,817",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-34,112,672","-22,287,542","-29,019,532","-20,022,520","-13,657,028","-7,641,817",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-34,112,672","-22,287,542","-29,019,532","-20,022,520","-13,657,028","-7,641,817",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"31,751,086","26,778,360","24,552,688","23,089,323","15,571,056","3,711,333",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"31,751,086","26,778,360","24,552,688","23,089,323","15,571,056","3,711,333",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),25.032%,9.065%,6.338%,48.284%,319.554%,26.189%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.074,-0.832,-1.182,-0.867,-0.877,-2.059,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.074,-0.832,-1.182,-0.867,-0.880,-2.060,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-38,326,940","-27,644,078","1,556,906","-18,005,610","-10,602,411","-6,821,501",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.207,-1.032,0.063,-0.780,-0.681,-1.838,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-95.254%,-44.761%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-155.623%,-95.630%,-1163.933%,-8549.862%,-4412.561%,-769.520%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-146.860%,-88.520%,-1137.366%,-8175.861%,-4401.943%,-760.359%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-165.003%,-109.794%,61.020%,-7352.290%,-3417.377%,-678.737%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-34,791,176","-23,008,977","-29,164,252","-20,692,745","-13,546,081","-7,561,932",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-149.781%,-91.385%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,357,117","1,068,882","533,131","245,697","143,890","171,956",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-36,148,293","-24,077,859","-29,697,383","-20,938,442","-13,689,971","-7,733,888",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-155.623%,-95.630%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"23,228,045","25,178,066","2,551,469","244,898","310,250","1,005,028",Upgrade,Financials in USD,Fiscal year is January - December
