Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,-,-,"705,000","1,809,000","860,000","810,545",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,-,-,"705,000","1,809,000","860,000","810,545",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-61.028%,110.349%,6.101%,-98.580%,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,"705,000","1,809,000","860,000","810,545",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","57,665,000","30,265,000","26,743,000","23,611,000","19,232,000","12,304,363",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"124,209,000","59,471,000","53,264,000","85,352,000","53,274,000","43,427,996",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"-287,000","-1,001,000","-14,416,000","-20,968,000","-19,312,000","-24,951,271",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"181,587,000","88,735,000","65,591,000","87,995,000","53,194,000","30,781,088",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-181,587,000","-88,735,000","-64,886,000","-86,186,000","-52,334,000","-29,970,543",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-11,574,000","-16,461,000","-4,401,000","-242,000","-255,000","-317,455",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"11,119,000","10,403,000","1,513,000",-,"4,000","5,455",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"475,000","1,032,000","-4,109,000","-2,135,000","54,000","-1,453,091",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-105,000","-252,000","304,000","-39,000","480,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-181,672,000","-94,013,000","-71,579,000","-88,602,000","-52,051,000","-31,735,634",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-8,468,000",-,"-859,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"1,265,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-196,679,000","-614,928,000","-78,782,000","-88,602,000","-52,910,000","-31,735,634",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,"-213,000","39,273",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-196,679,000","-614,928,000","-78,782,000","-88,602,000","-52,697,000","-31,774,906",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-196,679,000","-614,928,000","-78,782,000","-88,602,000","-52,697,000","-31,774,906",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"709,497,306","619,646,180","193,336,063","92,239,306","69,524,148","32,829,003",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"709,497,306","619,646,180","193,336,063","92,239,306","69,524,148","32,829,003",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),28.700%,220.502%,109.603%,32.672%,111.777%,90.548%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.277,-0.992,-0.407,-0.961,-0.758,-0.968,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.277,-0.992,-0.410,-0.961,-0.760,-0.971,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-113,019,000","-76,888,000","-42,206,000","-72,893,000","-48,532,000","-22,867,634",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.159,-0.124,-0.218,-0.790,-0.698,-0.697,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-9203.688%,-4764.290%,-6085.349%,-3697.579%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-11174.752%,-4897.844%,-6127.558%,-3920.190%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-5986.667%,-4029.464%,-5643.256%,-2821.266%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-181,490,000","-88,537,000","-63,623,000","-84,839,000","-50,782,000","-28,562,179",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"97,000","198,000","1,263,000","1,347,000","1,552,000","1,408,364",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-181,587,000","-88,735,000","-64,886,000","-86,186,000","-52,334,000","-29,970,543",Upgrade,Financials in USD,Fiscal year is January - December
