Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"5,229,000","1,204,000","139,000","298,000","23,995,000","322,073,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),886.604%,766.187%,-53.356%,-98.758%,-92.550%,409.537%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"72,895,000","58,972,000","52,816,000","55,046,000","153,050,000","95,155,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-67,666,000","-57,768,000","-52,677,000","-54,748,000","-129,055,000","226,918,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","143,451,000","113,982,000","48,083,000","32,342,000","44,230,000","56,835,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"143,451,000","113,982,000","48,083,000","32,342,000","44,230,000","56,835,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-211,117,000","-171,750,000","-100,760,000","-87,090,000","-173,285,000","170,083,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-17,142,000","-13,101,000","-2,780,000","-802,000","-14,544,000","-20,676,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"11,866,000","7,732,000","1,596,000","134,000","2,767,000","3,350,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-216,393,000","-177,119,000","-101,944,000","-87,758,000","-185,062,000","152,757,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,"-5,500,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,"132,585,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,"-1,600,000","-28,638,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"1,003,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-216,393,000","-177,119,000","-101,944,000","-87,758,000","-58,574,000","124,119,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,"-6,014,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-216,393,000","-177,119,000","-101,944,000","-87,758,000","-58,574,000","130,133,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-216,393,000","-177,119,000","-101,944,000","-87,758,000","-58,574,000","130,133,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"290,877,750","221,130,000","165,733,000","145,652,000","110,841,000","106,218,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"290,877,750","221,130,000","165,733,000","145,652,000","110,841,000","116,747,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),40.467%,33.425%,13.787%,31.406%,-5.059%,10.316%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.744,-0.801,-0.615,-0.603,-0.528,1.225,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.744,-0.801,-0.615,-0.603,-0.528,1.158,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-208,394,000","-162,367,000","-90,177,000","-88,238,000","-143,056,000","113,737,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.716,-0.734,-0.544,-0.606,-1.291,0.974,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,70.455%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-4037.426%,-14264.950%,-72489.209%,-29224.832%,-722.171%,52.809%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-4138.325%,-14710.880%,-73341.007%,-29448.993%,-244.109%,40.405%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-3985.351%,-13485.631%,-64875.540%,-29610.067%,-596.191%,35.314%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-210,561,000","-171,196,000","-100,333,000","-86,798,000","-170,351,000","173,737,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,53.943%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"556,000","554,000","427,000","292,000","2,934,000","3,654,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-211,117,000","-171,750,000","-100,760,000","-87,090,000","-173,285,000","170,083,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,52.809%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"5,229,000","1,204,000","139,000","298,000","23,995,000","322,073,000",Upgrade,Financials in USD,Fiscal year is January - December
