Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"41,175,600",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"84,776","3,860,499","4,167,287","4,720,687","185,075","1,887,476","2,653,553","3,189,882","2,367,364","4,131,978","4,959,863","3,546,459","4,512,853","5,520,928","3,258,707","3,551,332","4,638,614","5,766,984",-,"9,524,235",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-84,776","-3,860,499","-4,167,287","-4,720,687","-185,075","-1,887,476","-2,653,553","-3,189,882","-2,367,364","-4,131,978","-4,959,863","-3,546,459","-4,512,853","-5,520,928","-3,258,707","-3,551,332","-4,638,614","35,408,616",-,"-9,524,235",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,478,787","2,417,069","2,514,676","2,451,256","2,635,583","2,632,519","2,694,965","1,879,849","2,839,784","2,833,211","3,029,395","2,630,766","3,004,765","3,442,365","4,248,814","3,748,160","3,451,667","5,900,518","4,189,068","3,843,245",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"1,803,137",-,-,-,"3,258,462",-,-,-,-,-,-,-,-,-,-,-,-,-,"8,082,510",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,281,924","2,417,069","2,514,676","2,451,256","5,894,045","2,632,519","2,694,965","1,879,849","2,839,784","2,833,211","3,029,395","2,630,766","3,004,765","3,442,365","4,248,814","3,748,160","3,451,667","5,900,518","12,271,578","3,843,245",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-4,366,700","-6,277,568","-6,681,963","-7,171,943","-6,079,120","-4,519,995","-5,348,518","-5,069,731","-5,207,148","-6,965,189","-7,989,258","-6,177,225","-7,517,618","-8,963,293","-7,507,521","-7,299,492","-8,090,281","29,508,098","-12,271,578","-13,367,480",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,"-2,311,980","-2,250,243","-2,190,152","-2,084,911","-2,030,458","-1,977,426","-1,925,780","-1,875,482","-1,826,499","-1,778,794","-1,732,336","-1,687,090","-1,611,439","-1,296,456",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"313,967","360,755","357,908","358,883","348,681","365,623","364,218","297,060","180,091","72,378","7,417","3,694","4,156","4,566","4,100","1,299","5,164","24,939","129,805","206,280",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-13,108","-4,694","5,493","-19,247","-5,096","-7,206","-8,686","-27,606","2,063","1,596","-3,794","-4,138","-4,855","-18,997","-4,856","-26,634","-27,496","-3,661","-9,392","-10,748",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"26,579,046",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"22,513,205","-8,233,487","-8,568,805","-9,022,459","-7,820,446","-6,192,036","-6,970,412","-6,726,057","-6,900,476","-8,717,714","-9,764,429","-7,910,005","-9,205,407","-10,589,163","-8,804,733","-7,324,827","-8,112,613","29,529,376","-12,151,165","-13,171,948",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,"-15,200,000",-,-,-,-,-,-,-,"-19,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"22,513,205","-8,233,487","-8,568,805","-9,022,459","-7,820,446","-6,192,036","-6,970,412","-6,726,057","-6,900,476","-8,717,714","-9,764,429","-23,110,005","-9,205,407","-10,589,163","-8,804,733","-7,324,827","-8,112,613","29,529,376","-12,151,165","-32,171,948",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,"-1,803,356",-,-,-,-,-,-,-,"-2,254,132",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"22,513,205","-8,233,487","-8,568,805","-9,022,459","-7,820,446","-6,192,036","-6,970,412","-6,726,057","-6,900,476","-8,717,714","-9,764,429","-21,306,649","-9,205,407","-10,589,163","-8,804,733","-7,324,827","-8,112,613","29,529,376","-12,151,165","-29,917,816",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"22,513,205","-8,233,487","-8,568,805","-9,022,459","-7,820,446","-6,192,036","-6,970,412","-6,726,057","-6,900,476","-8,717,714","-9,764,429","-21,306,649","-9,205,407","-10,589,163","-8,804,733","-7,324,827","-8,112,613","29,529,376","-12,151,165","-29,917,816",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"7,568,981","7,568,981","7,568,981","7,569,000","7,568,981","5,511,163","5,340,193","5,340,000","5,340,193","5,340,196","5,340,196","5,340,250","5,340,196","5,340,196","5,340,196","5,335,500","5,239,740","4,935,398","4,897,199","4,879,625",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"7,568,981","7,568,981","7,568,981","7,569,000","7,568,981","5,511,163","5,340,193","5,340,000","5,340,193","5,340,196","5,340,196","5,340,250","5,340,196","5,340,196","5,340,196","5,335,500","5,239,740","5,034,759","4,897,199","4,879,625",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-,37.339%,41.736%,41.742%,41.736%,3.202%,-0.000%,-0.005%,-0.000%,-,-,0.089%,1.917%,6.067%,9.046%,9.342%,7.412%,3.210%,0.538%,0.383%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),2.974,-1.088,-1.132,-1.192,-1.033,-1.124,-1.305,-1.260,-1.292,-1.632,-1.828,-3.990,-1.724,-1.983,-1.649,-1.373,-1.548,5.983,-2.481,-6.131,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),2.970,-1.088,-1.132,-1.192,-1.033,-1.124,-1.305,-1.260,-1.292,-1.632,-1.830,-3.990,-1.724,-1.983,-1.649,-1.373,-1.548,5.840,-2.481,-6.158,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-4,352,208","-3,937,304","-6,094,271","-5,991,385","-4,806,060","-3,871,880","-115,407","-4,126,402","-9,533,990","-5,192,708","-5,808,369","-4,833,039","-8,626,648","-5,924,826","-5,217,359","-7,158,881","-9,871,702","-7,589,043","-9,202,397","-14,180,869",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.575,-0.520,-0.805,-0.792,-0.635,-0.703,-0.022,-0.773,-1.785,-0.972,-1.088,-0.905,-1.615,-1.109,-0.977,-1.342,-1.884,-1.507,-1.879,-2.906,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.994%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.664%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.716%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-18.431%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,365,339","-6,276,207","-6,680,603","-7,170,582","-6,077,760","-4,518,634","-5,347,158",-,-,-,-,"-6,173,222","-7,513,615","-8,959,290","-7,503,518","-7,296,581","-8,085,914","29,512,464","-12,267,211","-13,363,113",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.675%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,361","1,361","1,360","1,361","1,360","1,361","1,360",-,-,-,-,"4,003","4,003","4,003","4,003","2,911","4,367","4,366","4,367","4,367",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,366,700","-6,277,568","-6,681,963","-7,171,943","-6,079,120","-4,519,995","-5,348,518","-5,069,731","-5,207,148","-6,965,189","-7,989,258","-6,177,225","-7,517,618","-8,963,293","-7,507,521","-7,299,492","-8,090,281","29,508,098","-12,271,578","-13,367,480",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.664%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"41,175,600",-,-,Upgrade,Financials in USD,Fiscal year is January - December
