Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"107,367,000","71,617,000","19,694,000",-,"10,000,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,"245,378,000","238,846,000","311,645,000","391,866,000","326,794,000","261,016,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"352,745,000","310,463,000","331,339,000","391,866,000","336,794,000","261,016,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),21.458%,-6.300%,-15.446%,16.352%,29.032%,0.005%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"55,608,000","49,398,000","45,202,000","576,000","1,788,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"297,137,000","261,065,000","286,137,000","391,290,000","335,006,000","261,016,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","110,683,000","98,232,000","58,238,000","16,187,000","12,183,000","14,656,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"115,798,000","120,016,000","63,819,000","16,187,000","12,183,000","14,656,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"181,339,000","141,049,000","222,318,000","375,103,000","322,823,000","246,360,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-23,412,000","-19,157,000","-15,789,000","-19,070,000","-18,331,000","-18,660,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"18,159,000","15,818,000","6,369,000","1,839,000","1,524,000","5,540,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-3,803,000","-4,969,000","-3,373,000","-3,626,000","-348,000","-345,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"172,283,000","132,741,000","209,525,000","354,246,000","305,668,000","232,895,000",Upgrade,Financials in USD,Fiscal year is January - December
