Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"364,183","839,359","948,911","824,268","2,359,447","4,629,916",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-62.089%,-11.545%,15.122%,-65.065%,-49.039%,-11.667%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"340,917","742,048","550,822","728,640","1,820,949","3,567,415",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"23,266","97,311","398,089","95,628","538,498","1,062,501",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,545,718","4,482,552","6,692,904","5,008,738","4,328,838","3,480,912",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"3,342,421","3,312,699","7,944,089","8,185,850","14,796,167","8,122,610",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"7,888,139","7,795,251","14,636,993","13,194,588","19,125,005","11,603,522",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-7,864,873","-7,697,940","-14,238,904","-13,098,960","-18,586,507","-10,541,021",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,"-49,129","-822,611","-904,502","-10,882",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"191,873",-,-,-,-,"148,968",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"3,430","1,483","-30,549","-39,361","-23,385","-7,809",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-36,141","230,844","138,790","205,524","95,359","433,594",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-7,705,711","-7,514,742","-14,953,274","-13,837,299","-18,525,415","-9,966,268",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-393,791",-,"421,584",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-7,705,711","-7,908,533","-14,953,274","-13,415,715","-18,525,415","-9,966,268",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-606,606","-1,767,803","-1,154,935","-864,742","-836,893","-610,676",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-7,099,105","-6,140,730","-13,798,339","-12,550,973","-17,688,522","-9,355,592",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-7,099,105","-6,140,730","-13,798,339","-12,550,973","-17,688,522","-9,355,592",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,194,973","484,877","179,459","167,218","114,529","80,735",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,194,973","484,877","179,459","167,218","114,529","80,735",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),225.256%,170.188%,7.320%,46.005%,41.858%,47.034%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-5.941,-12.665,-76.889,-75.058,-154.446,-115.880,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-5.941,-12.665,-76.960,-75.058,-154.446,-115.880,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-7,998,974","-8,604,109","-12,662,094","-11,751,409","-11,461,573","-7,539,776",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-6.694,-17.745,-70.557,-70.276,-100.076,-93.389,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,6.388%,11.593%,41.952%,11.601%,22.823%,22.949%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-2159.594%,-917.121%,-1500.552%,-1589.163%,-787.748%,-227.672%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1949.324%,-731.598%,-1454.124%,-1522.681%,-749.689%,-202.068%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-2196.416%,-1025.081%,-1334.382%,-1425.678%,-485.774%,-162.849%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-7,858,518","-7,691,386","-14,214,342","-13,080,299","-18,539,635","-10,494,321",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-226.663%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"6,355","6,554","24,562","18,661","46,872","46,700",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-7,864,873","-7,697,940","-14,238,904","-13,098,960","-18,586,507","-10,541,021",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-227.672%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"364,183","839,359","948,911","824,268","2,359,447","4,629,916",Upgrade,Financials in USD,Fiscal year is January - December
