Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"6,742,000","18,141,000","39,019,000","10,988,000","6,914,000","6,011,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-69.687%,-53.507%,255.106%,58.924%,15.022%,1.110%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"62,791,000","73,700,000","84,408,000","65,502,000","49,338,000","57,601,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-56,049,000","-55,559,000","-45,389,000","-54,514,000","-42,424,000","-51,590,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","22,497,000","22,475,000","17,834,000","17,136,000","14,845,000","14,327,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"22,497,000","22,475,000","17,834,000","17,136,000","14,845,000","16,355,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-78,546,000","-78,034,000","-63,223,000","-71,650,000","-57,269,000","-67,945,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-151,000","-459,000","-1,726,000","-2,857,000","-4,011,000","-2,108,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"6,586,000","5,688,000","2,192,000","127,000","741,000","2,111,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,"-2,545,000","-22,522,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-2,000","25,000","-22,000","5,000","-124,000","41,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-72,113,000","-72,780,000","-62,779,000","-74,375,000","-63,208,000","-90,423,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-3,625,000",-,-,-,"-64,000","-156,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,"-22,471,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,"-43,836,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-962,000","-69,000","-2,233,000","-1,872,000","-473,000","-9,493,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-76,700,000","-72,849,000","-65,012,000","-76,247,000","-63,745,000","-166,379,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,"4,444,000",-,-,"-12,656,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-76,700,000","-72,849,000","-69,456,000","-76,247,000","-63,745,000","-153,723,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,"12,139,000","12,123,000","11,149,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-76,700,000","-72,849,000","-69,456,000","-88,386,000","-75,868,000","-164,872,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"180,330,061","165,960,379","150,939,337","106,242,452","75,835,378","57,093,454",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"180,330,061","165,960,379","150,939,337","106,242,452","75,835,378","57,093,454",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),10.827%,9.952%,42.071%,40.096%,32.827%,3.236%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.425,-0.439,-0.460,-0.832,-1.000,-2.888,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.426,-0.440,-0.460,-0.832,-1.000,-2.888,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-71,923,000","-86,944,000","-35,868,000","-68,341,000","-51,670,000","-71,595,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.399,-0.524,-0.238,-0.643,-0.681,-1.254,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-116.325%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1165.025%,-430.153%,-162.031%,-652.075%,-828.305%,-1130.344%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1137.645%,-401.571%,-178.006%,-804.387%,-1097.310%,-2742.838%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1066.790%,-479.268%,-91.924%,-621.960%,-747.324%,-1191.066%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-77,140,000","-76,630,000","-61,796,000","-69,897,000","-55,291,000","-65,917,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-158.374%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,406,000","1,404,000","1,427,000","1,753,000","1,978,000","2,028,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-78,546,000","-78,034,000","-63,223,000","-71,650,000","-57,269,000","-67,945,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-162.031%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"6,742,000","18,141,000","39,019,000","10,988,000","6,914,000","6,011,000",Upgrade,Financials in USD,Fiscal year is January - December
