Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters,,
Revenue,-,"399,000","640,000",-,"346,000","988,000","2,679,000","709,000","458,000","439,000","3,131,000","1,078,000",-,-,-,-,-,-,"71,000","321,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-59.615%,-76.110%,-,-24.454%,125.057%,-14.436%,-34.230%,-,-,-,-,-,-,-,-,-,-,-80.654%,-58.899%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"61,905,000","58,344,000","53,341,000","-122,947,000","43,839,000","40,640,000","38,468,000","-93,234,000","31,987,000","32,995,000","28,252,000","24,604,000","21,580,000","20,487,000","17,584,000","16,830,000","13,699,000","12,607,000","13,862,000","12,143,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-61,905,000","-57,945,000","-52,701,000","122,947,000","-43,493,000","-39,652,000","-35,789,000","93,943,000","-31,529,000","-32,556,000","-25,121,000","-23,526,000","-21,580,000","-20,487,000","-17,584,000","-16,830,000","-13,699,000","-12,607,000","-13,791,000","-11,822,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","25,892,000","24,838,000","20,828,000","17,078,000","15,484,000","13,343,000","12,189,000","11,274,000","11,925,000","10,489,000","8,706,000","7,362,000","6,227,000","5,602,000","5,334,000","4,961,000","4,752,000","4,322,000","3,991,000","3,392,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,"168,527,000",-,-,-,"130,225,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"25,892,000","24,838,000","20,828,000","185,605,000","15,484,000","13,343,000","12,189,000","141,499,000","11,925,000","10,489,000","8,706,000","7,362,000","6,227,000","5,602,000","5,334,000","4,961,000","4,752,000","4,322,000","3,991,000","3,392,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-87,797,000","-82,783,000","-73,529,000","-62,658,000","-58,977,000","-52,995,000","-47,978,000","-47,556,000","-43,454,000","-43,045,000","-33,827,000","-30,888,000","-27,807,000","-26,089,000","-22,918,000","-21,791,000","-18,451,000","-16,929,000","-17,782,000","-15,214,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"11,006,000","8,741,000","7,320,000","6,722,000","2,569,000","2,107,000","2,038,000","1,904,000","1,500,000","720,000","193,000","80,000","24,000","23,000","30,000","53,000","122,000","260,000","556,000","655,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,"-470,000","-4,201,000","-997,000",-,-,-,-,-,"-1,010,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"32,000","-34,000","-186,000","79,000","-41,000","-6,000","-55,000","128,000",-,"-80,000","17,000","-7,000","-100,000","-29,000","24,000","-60,000",-,-,"-100,000","11,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-69,000","21,000","-65,000","-39,000","-12,000","-85,000",-,"533,000","29,000","30,000",-,"21,000","32,000",-,"-37,000","157,000","9,000","178,000","-34,000","-1,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-76,828,000","-74,055,000","-66,930,000","-60,097,000","-57,458,000","-50,979,000","-45,995,000","-44,991,000","-41,925,000","-42,375,000","-34,627,000","-30,794,000","-27,851,000","-26,095,000","-22,901,000","-21,641,000","-18,320,000","-16,491,000","-17,360,000","-14,549,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-76,828,000","-74,055,000","-66,930,000","-60,097,000","-57,458,000","-50,979,000","-45,995,000","-44,991,000","-41,925,000","-42,375,000","-34,627,000","-30,794,000","-27,851,000","-26,095,000","-22,901,000","-21,641,000","-18,320,000","-16,491,000","-17,360,000","-14,549,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-76,828,000","-74,055,000","-66,930,000","-60,097,000","-57,458,000","-50,979,000","-45,995,000","-44,991,000","-41,925,000","-42,375,000","-34,627,000","-30,794,000","-27,851,000","-26,095,000","-22,901,000","-21,641,000","-18,320,000","-16,491,000","-17,360,000","-14,549,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"80,091,000","79,008,000","72,289,000","67,146,000","56,808,000","54,275,000","53,908,000","53,839,000","53,768,000","52,522,000","47,712,000","45,229,000","38,309,000","37,061,000","33,012,000","32,952,000","32,890,000","31,409,000","24,488,000","24,235,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"80,091,000","79,008,000","72,289,000","67,146,000","56,808,000","54,275,000","53,908,000","53,839,000","53,768,000","52,522,000","47,712,000","45,229,000","38,309,000","37,061,000","33,012,000","32,952,000","32,890,000","31,409,000","24,488,000","24,235,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),40.985%,45.570%,34.097%,24.716%,5.654%,3.338%,12.986%,19.036%,40.353%,41.718%,44.529%,37.257%,16.476%,17.995%,34.809%,35.969%,35.864%,29.999%,1.631%,0.786%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.959,-0.937,-0.926,-0.895,-1.011,-0.939,-0.853,-0.836,-0.780,-0.807,-0.726,-0.681,-0.727,-0.704,-0.694,-0.657,-0.557,-0.525,-0.709,-0.600,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.959,-0.937,-0.930,-0.895,-1.011,-0.939,-0.853,-0.836,-0.780,-0.807,-0.730,-0.681,-0.727,-0.704,-0.694,-0.657,-0.557,-0.525,-0.709,-0.600,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-63,351,000","-46,572,000","-54,188,000","-39,450,000","-44,839,000","-45,972,000","-40,734,000","-35,481,000","-39,161,000","-28,589,000","-13,630,000","-22,917,000","-25,813,000","-20,111,000","-20,183,000","-15,955,000","-18,101,000","-15,867,000","-12,290,000","-13,475,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.791,-0.589,-0.750,-0.588,-0.789,-0.847,-0.756,-0.659,-0.728,-0.544,-0.286,-0.507,-0.674,-0.543,-0.611,-0.484,-0.550,-0.505,-0.502,-0.556,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,13250.071%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-20747.619%,-11488.906%,-,-17045.376%,-5363.866%,-1790.892%,-6707.475%,-9487.773%,-9805.239%,-1080.390%,-2865.306%,-,-,-,-,-,-,-25045.070%,-4739.564%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-18560.150%,-10457.813%,-,-16606.358%,-5159.818%,-1716.872%,-6345.698%,-9153.930%,-9652.620%,-1105.941%,-2856.586%,-,-,-,-,-,-,-24450.704%,-4532.399%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-11672.180%,-8466.875%,-,-12959.249%,-4653.036%,-1520.493%,-5004.372%,-8550.437%,-6512.301%,-435.324%,-2125.881%,-,-,-,-,-,-,-17309.859%,-4197.819%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-87,027,000","-82,030,000","-73,055,000","-62,396,000","-58,704,000","-52,715,000","-47,695,000","-47,276,000","-43,206,000","-42,830,000","-33,587,000","-30,653,000","-27,574,000","-25,859,000","-22,694,000","-21,566,000","-18,207,000","-16,685,000","-17,547,000","-14,985,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"770,000","753,000","474,000","262,000","273,000","280,000","283,000","280,000","248,000","215,000","240,000","235,000","233,000","230,000","224,000","225,000","244,000","244,000","235,000","229,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-87,797,000","-82,783,000","-73,529,000","-62,658,000","-58,977,000","-52,995,000","-47,978,000","-47,556,000","-43,454,000","-43,045,000","-33,827,000","-30,888,000","-27,807,000","-26,089,000","-22,918,000","-21,791,000","-18,451,000","-16,929,000","-17,782,000","-15,214,000",Upgrade,Financials in USD,Fiscal year is January - December
