Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,-,-,"236,000","4,784,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-95.067%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"18,392,000","19,699,000","35,459,000","38,393,000","67,309,000","70,957,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-18,392,000","-19,699,000","-35,223,000","-33,609,000","-67,309,000","-70,957,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","15,415,000","18,766,000","20,449,000","23,056,000","24,025,000","20,046,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"-5,550,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"9,865,000","18,766,000","20,449,000","23,056,000","24,025,000","20,046,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-28,257,000","-38,465,000","-55,672,000","-56,665,000","-91,334,000","-91,003,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,000","-2,452,000","-3,558,000","-3,177,000","-1,292,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,949,000","2,874,000","1,220,000","100,000","1,196,000","3,289,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"5,396,000","4,762,000","14,896,000","-1,106,000","-320,000","-322,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-20,913,000","-33,281,000","-43,114,000","-60,848,000","-91,750,000","-88,036,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-600,000","-600,000","-1,900,000",-,"-2,629,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,"502,000","4,507,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"114,000","114,000","346,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"-5,602,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-491,000","-491,000","199,000","123,000","33,000","1,352,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-21,890,000","-39,860,000","-44,469,000","-60,725,000","-93,844,000","-82,177,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-21,890,000","-39,860,000","-44,469,000","-60,725,000","-93,844,000","-82,177,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-21,890,000","-39,860,000","-44,469,000","-60,725,000","-93,844,000","-82,177,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"16,551,138","14,773,612","9,494,421","5,581,587","5,086,489","4,362,481",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"16,551,138","14,773,612","9,494,421","5,581,587","5,086,489","4,362,481",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),15.075%,55.603%,70.103%,9.734%,16.596%,54.315%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.323,-2.698,-4.684,-10.880,-18.450,-18.837,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.323,-2.698,-4.684,-10.880,-18.450,-18.837,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-22,535,000","-37,099,000","-52,510,000","-45,255,000","-78,979,000","-74,007,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.362,-2.511,-5.531,-8.108,-15.527,-16.964,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-23589.831%,-1184.469%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-18842.797%,-1269.335%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-22250.000%,-945.966%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-27,362,000","-37,283,000","-53,492,000","-53,785,000","-87,885,000","-89,615,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"895,000","1,182,000","2,180,000","2,880,000","3,449,000","1,388,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-28,257,000","-38,465,000","-55,672,000","-56,665,000","-91,334,000","-91,003,000",Upgrade,Financials in USD,Fiscal year is January - December
