Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"2,081,598,000","1,830,208,000","1,611,062,000","1,434,970,000","987,538,000","967,775,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),17.308%,13.603%,12.271%,45.308%,2.042%,13.346%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"78,004,000","72,547,000","57,909,000","52,873,000","36,272,000","33,097,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"2,003,594,000","1,757,661,000","1,553,153,000","1,382,097,000","951,266,000","934,678,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","489,241,000","542,705,000","459,856,000","401,715,000","293,355,000","228,244,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"906,076,000","1,044,071,000","891,813,000","693,716,000","547,851,000","336,964,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,395,317,000","1,586,776,000","1,351,669,000","1,095,431,000","841,206,000","565,208,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"608,277,000","170,885,000","201,484,000","286,666,000","110,060,000","369,470,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"77,249,000","86,543,000","33,065,000","7,672,000","19,865,000","27,959,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,"1,200,000","800,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-542,000","93,000","-1,397,000","-984,000","912,000","680,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"684,984,000","257,521,000","234,352,000","294,154,000","130,837,000","398,109,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-33,406,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-51,672,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"599,906,000","257,521,000","234,352,000","294,154,000","130,837,000","398,109,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"132,982,000","49,756,000","52,070,000","63,091,000","19,056,000","77,097,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"466,924,000","207,765,000","182,282,000","231,063,000","111,781,000","321,012,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"466,924,000","207,765,000","182,282,000","231,063,000","111,781,000","321,012,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,407.118%,13.980%,-21.112%,106.710%,-65.179%,-53.481%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"296,020,000","318,151,000","321,526,000","314,884,000","308,271,000","302,584,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"301,001,750","321,464,000","324,556,000","322,359,000","318,001,000","315,009,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-7.227%,-0.953%,0.682%,1.370%,0.950%,0.705%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),1.577,0.653,0.567,0.734,0.363,1.061,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),1.548,0.650,0.560,0.720,0.350,1.020,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,441.020%,16.071%,-22.222%,105.714%,-65.686%,-53.846%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"432,686,000","292,855,000","334,908,000","346,579,000","178,637,000","514,122,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,1.437,0.911,1.032,1.075,0.562,1.632,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,96.253%,96.036%,96.406%,96.315%,96.327%,96.580%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,29.222%,9.337%,12.506%,19.977%,11.145%,38.177%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,22.431%,11.352%,11.314%,16.102%,11.319%,33.170%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,20.786%,16.001%,20.788%,24.152%,18.089%,53.124%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"635,964,000","196,602,000","222,359,000","300,296,000","119,201,000","377,818,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,30.552%,10.742%,13.802%,20.927%,12.070%,39.040%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"27,687,000","25,717,000","20,875,000","13,630,000","9,141,000","8,348,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"608,277,000","170,885,000","201,484,000","286,666,000","110,060,000","369,470,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,29.222%,9.337%,12.506%,19.977%,11.145%,38.177%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,22.167%,19.321%,22.219%,21.448%,14.565%,19.366%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"2,081,598,000","1,830,208,000","1,611,062,000","1,434,970,000","987,538,000","967,775,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"40,000,000","41,600,000","31,800,000","25,100,000","17,900,000",Upgrade,Financials in USD,Fiscal year is January - December
