Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"121,000","198,000","98,000","76,000","114,000","135,000","99,000","6,000","167,000","126,000","178,000","273,000","133,000","295,000","230,000","4,286,000","3,269,000","11,688,000","1,750,000","135,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),6.140%,46.667%,-1.010%,1166.667%,-31.737%,7.143%,-44.382%,-97.802%,25.564%,-57.288%,-22.609%,-93.630%,-95.931%,-97.476%,-86.857%,3074.815%,-,-,468.182%,-84.302%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"534,000","371,000","216,000","271,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"121,000","198,000","98,000","76,000","114,000","135,000","99,000","6,000","167,000","126,000","178,000","273,000","133,000","295,000","230,000","3,752,000","2,898,000","11,472,000","1,479,000","135,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,964,000","3,288,000","3,770,000","3,885,000","3,030,000","3,220,000","3,240,000","3,711,000","3,954,000","4,305,000","4,417,000","4,795,000","4,983,000","4,789,000","5,732,000","17,903,000","19,766,000","26,459,000","25,415,000","22,220,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"10,248,000","7,306,000","3,708,000","3,023,000","3,318,000","7,233,000","2,734,000","4,279,000","5,546,000","4,108,000","4,452,000","4,324,000","5,917,000","5,048,000","4,255,000","7,838,000","6,623,000","13,119,000","15,953,000","15,346,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"13,212,000","10,594,000","7,478,000","6,908,000","6,348,000","10,453,000","5,974,000","7,990,000","9,500,000","8,413,000","8,869,000","9,119,000","10,900,000","9,837,000","9,987,000","25,741,000","26,389,000","39,578,000","41,368,000","37,566,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-13,091,000","-10,396,000","-7,380,000","-6,832,000","-6,234,000","-10,318,000","-5,875,000","-7,984,000","-9,333,000","-8,287,000","-8,691,000","-8,846,000","-10,767,000","-9,542,000","-9,757,000","-21,989,000","-23,491,000","-28,106,000","-39,889,000","-37,431,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,"-3,474,000","-1,074,000","-1,062,000","-1,161,000","-1,092,000","-1,070,000","-1,067,000","-1,087,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"934,000","1,001,000","1,139,000","680,000","163,000","280,000","263,000","236,000","78,000","52,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-,"-69,000","-57,000",-,-,-,-,"133,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,"-3,000","26,000","-35,000",-,-,"-31,000","-130,000","548,000","570,000","1,098,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-12,157,000","-9,395,000","-6,241,000","-6,152,000","-6,071,000","-10,038,000","-5,612,000","-7,748,000","-9,255,000","-8,235,000","-8,694,000","-8,820,000","-14,276,000","-10,685,000","-10,876,000","-23,181,000","-24,713,000","-28,628,000","-40,386,000","-37,287,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-4,545,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"153,000","-533,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-84,726,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-12,157,000","-9,395,000","-6,241,000","-6,152,000","-6,071,000","-10,038,000","-5,612,000","-7,748,000","-9,255,000","-8,235,000","-8,694,000","-8,820,000","-14,276,000","-10,685,000","-10,876,000","-23,181,000","-24,713,000","-167,699,000","-40,233,000","-37,820,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,"13,000",-,-,-,"-448,000",-,-,-,-,"1,000","-259,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-12,157,000","-9,395,000","-6,241,000","-6,152,000","-6,071,000","-10,038,000","-5,612,000","-7,761,000","-9,255,000","-8,235,000","-8,694,000","-8,372,000","-14,276,000","-10,685,000","-10,876,000","-23,181,000","-24,714,000","-167,440,000","-40,233,000","-37,820,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,"-11,000","-8,000","-36,000","-513,000","-20,000","-10,000","-2,184,000","-204,000","-241,000","13,364,000","-3,198,000","-7,009,000","-9,239,000","-9,674,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-12,157,000","-9,406,000","-6,249,000","-6,188,000","-6,584,000","-10,058,000","-5,622,000","-9,945,000","-9,459,000","-8,476,000","4,670,000","-11,570,000","-21,285,000","-19,924,000","-20,550,000","-23,181,000","-24,714,000","-167,440,000","-40,233,000","-37,820,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,"149,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-12,157,000","-9,406,000","-6,249,000","-6,337,000","-6,584,000","-10,058,000","-5,622,000","-9,945,000","-9,459,000","-8,476,000","4,670,000","-11,570,000","-21,285,000","-19,924,000","-20,550,000","-23,181,000","-24,714,000","-167,440,000","-40,233,000","-37,820,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"42,587,000","42,586,000","42,581,000","31,050,000","3,282,000","3,274,000","3,255,000","2,985,000","3,218,000","3,218,000","3,077,000","2,973,669","2,890,447","2,856,169","2,714,891","2,346,224","2,329,669","1,925,724","590,389","61,580,544",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"42,587,000","42,586,000","42,581,000","31,050,000","3,282,000","3,274,000","3,255,000","2,985,000","3,218,000","3,218,000","3,077,000","2,973,669","2,890,447","2,856,169","2,714,891","2,346,224","2,329,669","1,925,724","590,389","61,580,544",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1197.593%,1200.733%,1208.172%,940.201%,1.989%,1.740%,5.785%,0.381%,11.332%,12.668%,13.338%,26.743%,24.071%,48.317%,359.848%,-96.190%,66.396%,41.483%,31.975%,7984.407%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.285,-0.221,-0.147,-0.204,-2.006,-3.072,-1.727,-3.332,-2.939,-2.634,1.518,-3.891,-7.364,-6.976,-7.569,-9.880,-10.608,-86.949,-68.147,-0.614,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.285,-0.221,-0.150,-0.204,-2.006,-3.072,-1.743,-3.332,-2.939,-2.634,1.513,-3.891,-7.364,-6.976,-7.569,-9.880,-10.608,-86.949,-68.147,-0.614,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-8,510,000","-8,481,000","-7,982,000","-5,137,000","-5,152,000","-9,574,000","-5,478,000","-4,811,000","-7,125,000","-8,225,000","-9,039,000","-10,018,000","-17,541,000","-16,257,000","-12,551,000","-25,375,000","-23,637,000","-35,930,000","-52,253,000","-22,443,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.200,-0.199,-0.187,-0.165,-1.570,-2.924,-1.683,-1.612,-2.214,-2.556,-2.938,-3.369,-6.069,-5.692,-4.623,-10.815,-10.146,-18.658,-88.506,-0.364,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,87.541%,88.651%,98.152%,84.514%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-10819.008%,-5250.505%,-7530.612%,-8989.474%,-5468.421%,-7642.963%,-5934.343%,-133066.667%,-5588.623%,-6576.984%,-4882.584%,-3240.293%,-8095.489%,-3234.576%,-4242.174%,-513.042%,-718.599%,-240.469%,-2279.371%,-27726.667%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-10047.107%,-4750.505%,-6376.531%,-8338.158%,-5775.439%,-7450.370%,-5678.788%,-165750.000%,-5664.072%,-6726.984%,2623.596%,-4238.095%,-16003.759%,-6753.898%,-8934.783%,-540.854%,-756.011%,-1432.580%,-2299.029%,-28014.815%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-7033.058%,-4283.333%,-8144.898%,-6759.211%,-4519.298%,-7091.852%,-5533.333%,-80183.333%,-4266.467%,-6527.778%,-5078.090%,-3669.597%,-13188.722%,-5510.847%,-5456.957%,-592.044%,-723.065%,-307.409%,-2985.886%,-16624.444%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,"-6,814,000","-6,216,000","-10,300,000","-5,857,000","-7,966,000","-9,162,000","-8,275,000","-8,647,000","-8,820,000","-10,739,000","-9,514,000","-9,730,000","-21,902,000","-23,424,000","-28,012,000","-39,796,000","-37,337,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-239.665%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,"18,000","18,000","18,000","18,000","18,000","171,000","12,000","44,000","26,000","28,000","28,000","27,000","87,000","67,000","94,000","93,000","94,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-13,091,000","-10,396,000","-7,380,000","-6,832,000","-6,234,000","-10,318,000","-5,875,000","-7,984,000","-9,333,000","-8,287,000","-8,691,000","-8,846,000","-10,767,000","-9,542,000","-9,757,000","-21,989,000","-23,491,000","-28,106,000","-39,889,000","-37,431,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-240.469%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"121,000","198,000","98,000","76,000","114,000","135,000","99,000","6,000","167,000","126,000","178,000","273,000","133,000","295,000","230,000","4,286,000","3,269,000","11,688,000","1,750,000","135,000",Upgrade,Financials in USD,Fiscal year is January - December
