Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
"Selling, General & Admin","5,021,025","8,966,262","11,726,428","19,879,638","5,322,362","2,296,534",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"3,343,133","7,138,196","7,907,106","4,758,221","174,083",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"8,842,800","16,448,440","19,961,444","25,294,502","5,617,317","2,296,534",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-8,842,800","-16,448,440","-19,961,444","-25,294,502","-5,617,317","-2,296,534",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,"-5,249","-10,316","-445,250","-81,823",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,010","3,708",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-990,438","-818,087","7,462,962","8,202,035","-802,109",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-9,832,228","-17,262,819","-12,503,731","-17,102,783","-6,864,676","-2,378,357",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"-650,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,"-1,486,060","-8,225,862",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-5,967,602","-30,453,056",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"-32,316",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-9,832,228","-17,262,819","-19,957,393","-56,431,701","-6,864,676","-2,410,673",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"24,049","28,913","-1,486,060","-7,454,805",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-9,856,277","-17,291,732","-18,471,333","-48,976,896","-6,864,676","-2,410,673",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,"167,029","328,990",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-9,856,277","-17,458,761","-18,800,323","-48,976,896","-6,864,676","-2,410,673",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"5,649,570","2,159,063","1,446,007","472,343","115,072","105,743",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"5,649,570","2,159,063","1,446,007","472,343","115,072","105,743",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),167.857%,49.312%,206.135%,310.476%,8.822%,-6.452%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.745,-8.086,-13.002,-103.689,-59.655,-22.797,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.745,-8.086,-13.002,-103.689,-59.655,-22.797,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-8,165,623","-14,099,591","-17,730,888","-11,647,390","-3,888,785","-647,860",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.445,-6.530,-12.262,-24.659,-33.794,-6.127,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-8,503,116","-16,104,458","-19,633,534","-24,637,859","-5,496,445",-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"339,684","343,982","327,910","656,643","120,872",-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-8,842,800","-16,448,440","-19,961,444","-25,294,502","-5,617,317","-2,296,534",Upgrade,Financials in USD,Fiscal year is January - December
